route_name,origin,destination,service_type,route_name_simple,type
CC,Grindelwald Grund,Grindelwald,day,Grindelwald Grund → Grindelwald,day
CC,Kleine Scheidegg,Grindelwald,day,Kleine Scheidegg → Grindelwald,day
CC,Wengen,Kleine Scheidegg,day,Wengen → Kleine Scheidegg,day
CC,Wengernalp,Wengen,day,Wengernalp → Wengen,day
CC,Allmend,Wengen,day,Allmend → Wengen,day
CC,Lauterbrunnen,Allmend,day,Lauterbrunnen → Allmend,day
CC,Kleine Scheidegg,Wengernalp,day,Kleine Scheidegg → Wengernalp,day
CC,Alpiglen,Grindelwald Grund,day,Alpiglen → Grindelwald Grund,day
CC,Alpiglen,Brandegg,day,Alpiglen → Brandegg,day
CC,Grindelwald,Alpiglen,day,Grindelwald → Alpiglen,day
CC,Realp Dfb,Oberwald,day,Realp Dfb → Oberwald,day
CC,Oberwald,Gletsch,day,Oberwald → Gletsch,day
CC,Gletsch,Realp Dfb,day,Gletsch → Realp Dfb,day
S62,Herblingen,Schaffhausen,day,Herblingen → Schaffhausen,day
S62,Singen Hohentwiel,Konstanz,day,Singen Hohentwiel → Konstanz,day
SN,Lorrach Hbf,Basel Bad Bf,day,Lorrach → Basel,day
SN,Konstanz,Bohringen Rickelshausen,day,Konstanz → Bohringen Rickelshausen,day
S64,Erzingen Baden,Schaffhausen,day,Erzingen Baden → Schaffhausen,day
SN,Engen,Konstanz,day,Engen → Konstanz,day
SN,Singen Hohentwiel,Engen,day,Singen Hohentwiel → Engen,day
S6,Zell Wiesental,Lorrach Haagen Messe,day,Zell Wiesental → Lorrach Haagen Messe,day
R,Blonay,Chamby Musee,day,Blonay → Chamby Musee,day
R,Vevey,Chamby Musee,day,Vevey → Chamby Musee,day
EXT,Bauma,Hinwil,day,Bauma → Hinwil,day
EXT,Bauma,Baretswil,day,Bauma → Baretswil,day
R,Huttwil,Sumiswald Grunen,day,Huttwil → Sumiswald Grunen,day
R,Huttwil,Ei Im Emmental,day,Huttwil → Ei Im Emmental,day
R,Wasen I E,Durrenroth,day,Wasen I E → Durrenroth,day
R,Les Montuires,Pied Du Barrage,day,les Montuires → Pied du Barrage,day
S2,Schaan Vaduz,Buchs Sg,day,Schaan Vaduz → Buchs Sg,day
S3,Lustenau,St Margrethen Sg,day,Lustenau → St Margrethen Sg,day
S3,St Margrethen Sg,Bregenz,day,St Margrethen Sg → Bregenz,day
S2,Feldkirch,Schaan Vaduz,day,Feldkirch → Schaan Vaduz,day
S2,Bludenz,Tisis Feldkirch,day,Bludenz → Tisis Feldkirch,day
S3,Bregenz,Lustenau,day,Bregenz → Lustenau,day
S3,Bregenz Hafen,Lustenau,day,Bregenz Hafen → Lustenau,day
S3,Hard Fussach,Bregenz,day,Hard Fussach → Bregenz,day
RB,Basel Bad Bf,Murg Baden,day,Basel → Murg Baden,day
RB,Rheinfelden Baden,Basel Bad Bf,day,Rheinfelden Baden → Basel,day
RB,Waldshut,Beuggen,day,Waldshut → Beuggen,day
RB,Waldshut,Erzingen Baden,day,Waldshut → Erzingen Baden,day
RB,Waldshut,Stuhlingen,day,Waldshut → Stuhlingen,day
RB,Lauchringen,Bad Sackingen,day,Lauchringen → Sackingen,day
RB,Waldshut,Lauchringen,day,Waldshut → Lauchringen,day
RB,Waldshut,Rheinfelden Baden,day,Waldshut → Rheinfelden Baden,day
RB,Weizen,Laufenburg Baden Ost,day,Weizen → Laufenburg Baden Ost,day
RB,Erzingen Baden,Murg Baden,day,Erzingen Baden → Murg Baden,day
RB,Weizen,Waldshut,day,Weizen → Waldshut,day
RB,Erzingen Baden,Laufenburg Baden,day,Erzingen Baden → Laufenburg Baden,day
RB,Lauchringen,Wehr Brennet,day,Lauchringen → Wehr Brennet,day
RB,Waldshut,Albbruck,day,Waldshut → Albbruck,day
RB,Grenzach,Basel Bad Bf,day,Grenzach → Basel,day
RE,Singen Hohentwiel,Erzingen Baden,day,Singen Hohentwiel → Erzingen Baden,day
RE,Singen Hohentwiel,Waldshut,day,Singen Hohentwiel → Waldshut,day
RE,Singen Hohentwiel,Rheinfelden Baden,day,Singen Hohentwiel → Rheinfelden Baden,day
RE,Singen Hohentwiel,Basel Bad Bf,day,Singen Hohentwiel → Basel,day
RE,Basel Bad Bf,Laufenburg Baden Ost,day,Basel → Laufenburg Baden Ost,day
RE,Waldshut,Uberlingen,day,Waldshut → Uberlingen,day
RE,Erzingen Baden,Salem,day,Erzingen Baden → Salem,day
RE,Friedrichshafen Stadt,Erzingen Baden,day,Friedrichshafen Stadt → Erzingen Baden,day
RE,Friedrichshafen Stadt,Waldshut,day,Friedrichshafen Stadt → Waldshut,day
RE,Friedrichshafen Stadt,Bad Sackingen,day,Friedrichshafen Stadt → Sackingen,day
RE,Basel Bad Bf,Schaffhausen,day,Basel → Schaffhausen,day
RE,Basel Bad Bf,Uberlingen,day,Basel → Uberlingen,day
RE,Rheinfelden Baden,Salem,day,Rheinfelden Baden → Salem,day
RE,Waldshut,Friedrichshafen Hafen,day,Waldshut → Friedrichshafen Hafen,day
RE,Erzingen Baden,Friedrichshafen Hafen,day,Erzingen Baden → Friedrichshafen Hafen,day
RE,Ulm Hbf,Schaffhausen,day,Ulm → Schaffhausen,day
RE,Aulendorf,Tiengen Hochrhein,day,Aulendorf → Tiengen Hochrhein,day
RE,Ulm Hbf,Radolfzell,day,Ulm → Radolfzell,day
RE,Singen Hohentwiel,Murg Baden,day,Singen Hohentwiel → Murg Baden,day
RE,Ulm Hbf,Singen Hohentwiel,day,Ulm → Singen Hohentwiel,day
RE,Friedrichshafen Stadt,Singen Hohentwiel,day,Friedrichshafen Stadt → Singen Hohentwiel,day
RE,Aulendorf,Singen Hohentwiel,day,Aulendorf → Singen Hohentwiel,day
RE,Friedrichshafen Stadt,Aulendorf,day,Friedrichshafen Stadt → Aulendorf,day
RE,Friedrichshafen Stadt,Ulm Hbf,day,Friedrichshafen Stadt → Ulm,day
RE,Rheinfelden Baden,Dogern,day,Rheinfelden Baden → Dogern,day
RE,Lindau Reutin,Singen Hohentwiel,day,Lindau Reutin → Singen Hohentwiel,day
RE,Ulm Hbf,Lindau Reutin,day,Ulm → Lindau Reutin,day
RE,Erbach Wurtt,Lindau Reutin,day,Erbach Wurtt → Lindau Reutin,day
RE,Ulm Hbf,Mengen,day,Ulm → Mengen,day
RE,Herbertingen,Donaueschingen,day,Herbertingen → Donaueschingen,day
RE,Herrlingen,Mengen,day,Herrlingen → Mengen,day
RE,Sigmaringen,Blaubeuren,day,Sigmaringen → Blaubeuren,day
RB,Ulm Hbf,Ehingen Donau,day,Ulm → Ehingen Donau,day
RB,Herrlingen,Herbertingen,day,Herrlingen → Herbertingen,day
RB,Herbertingen,Sigmaringen,day,Herbertingen → Sigmaringen,day
RE,Sigmaringen,Schelklingen,day,Sigmaringen → Schelklingen,day
RE,Ulm Hbf,Sigmaringendorf,day,Ulm → Sigmaringendorf,day
RE,Herbertingen,Geisingen,day,Herbertingen → Geisingen,day
RE,Herrlingen,Sigmaringendorf,day,Herrlingen → Sigmaringendorf,day
RE,Ulm Hbf,Sigmaringen,day,Ulm → Sigmaringen,day
RE,Ulm Hbf,Beuron,day,Ulm → Beuron,day
RE,Herrlingen,Sigmaringen,day,Herrlingen → Sigmaringen,day
RE,Herrlingen,Beuron,day,Herrlingen → Beuron,day
RE,Villingen Schwarzw,Sigmaringendorf,day,Villingen Schwarzw → Sigmaringendorf,day
RE,Herbertingen,Immendingen,day,Herbertingen → Immendingen,day
RE,Villingen Schwarzw,Sigmaringen,day,Villingen Schwarzw → Sigmaringen,day
RE,Donaueschingen,Sigmaringendorf,day,Donaueschingen → Sigmaringendorf,day
RE,Ulm Hbf,Hausen Im Tal,day,Ulm → Hausen Im Tal,day
RE,Herrlingen,Hausen Im Tal,day,Herrlingen → Hausen Im Tal,day
RE,Donaueschingen,Mengen,day,Donaueschingen → Mengen,day
RE,Villingen Schwarzw,Mengen,day,Villingen Schwarzw → Mengen,day
RB,Herrlingen,Riedlingen,day,Herrlingen → Riedlingen,day
RB,Ulm Hbf,Rottenacker,day,Ulm → Rottenacker,day
RE,Ulm Hbf,Riedlingen,day,Ulm → Riedlingen,day
RE,Donaueschingen,Muhlheim B Tuttlingen,day,Donaueschingen → Muhlheim B Tuttlingen,day
RE,Triberg,Sigmaringen,day,Triberg → Sigmaringen,day
RE,Tubingen Hbf,Stuttgart Hbf,day,Tubingen → Stuttgart,day
RE,Tubingen Hbf,Plochingen,day,Tubingen → Plochingen,day
RE,Stuttgart Hbf,Sigmaringen,day,Stuttgart → Sigmaringen,day
RE,Plochingen,Sigmaringen,day,Plochingen → Sigmaringen,day
RE,Tubingen Hbf,Mengen,day,Tubingen → Mengen,day
RE,Tubingen Hbf,Herbertingen,day,Tubingen → Herbertingen,day
RE,Sigmaringen,Reutlingen Hbf D,day,Sigmaringen → Reutlingen D,day
RE,Sigmaringen,Tubingen Hbf,day,Sigmaringen → Tubingen,day
RE,Stuttgart Hbf,Herbertingen,day,Stuttgart → Herbertingen,day
RE,Plochingen,Herbertingen,day,Plochingen → Herbertingen,day
RE,Tubingen Hbf,Bad Saulgau,day,Tubingen → Saulgau,day
RE,Aulendorf,Hechingen,day,Aulendorf → Hechingen,day
RE,Stuttgart Hbf,Mengen,day,Stuttgart → Mengen,day
RE,Plochingen,Mengen,day,Plochingen → Mengen,day
RE,Tubingen Hbf,Herbertingen Ort,day,Tubingen → Herbertingen Ort,day
RE,Hechingen,Sigmaringen,day,Hechingen → Sigmaringen,day
RE,Aulendorf,Balingen Wurtt,day,Aulendorf → Balingen Wurtt,day
RB,Sigmaringen,Aulendorf,day,Sigmaringen → Aulendorf,day
RB,Sigmaringen,Albstadt Ebingen,day,Sigmaringen → Albstadt Ebingen,day
RE,Dusslingen,Sigmaringen,day,Dusslingen → Sigmaringen,day
RB,Villingen Schwarzw,Triberg,day,Villingen Schwarzw → Triberg,day
RB,Rottenburg Neckar,Tubingen Hbf,day,Rottenburg Neckar → Tubingen,day
RB,Tubingen Hbf,Horb,day,Tubingen → Horb,day
RE,Sigmaringen,Donaueschingen Mitte Siedl,day,Sigmaringen → Donaueschingen Mitte Siedl,day
RB,Ehingen Donau,Herrlingen,day,Ehingen Donau → Herrlingen,day
RB,Allmendingen D,Ulm Hbf,day,Allmendingen D → Ulm,day
RB,Aulendorf,Beuron,day,Aulendorf → Beuron,day
RB,Sigmaringen,Fridingen B Tuttlingen,day,Sigmaringen → Fridingen B Tuttlingen,day
RE,Horb,Stuttgart Hbf,day,Horb → Stuttgart,day
RE,Horb,Plochingen,day,Horb → Plochingen,day
RE,Stuttgart Hbf,Rottenburg Neckar,day,Stuttgart → Rottenburg Neckar,day
RE,Plochingen,Rottenburg Neckar,day,Plochingen → Rottenburg Neckar,day
RE,Ravensburg,Ulm Hbf,day,Ravensburg → Ulm,day
RE,Friedrichshafen Stadt,Laupheim West,day,Friedrichshafen Stadt → Laupheim West,day
RE,Friedrichshafen Stadt,Lindau Reutin,day,Friedrichshafen Stadt → Lindau Reutin,day
RE,Lindau Reutin,Schemmerberg,day,Lindau Reutin → Schemmerberg,day
RE,Lindau Reutin,Laupheim West,day,Lindau Reutin → Laupheim West,day
RE,Erbach Wurtt,Friedrichshafen Stadt,day,Erbach Wurtt → Friedrichshafen Stadt,day
RE,Ulm Hbf,Langenargen,day,Ulm → Langenargen,day
RE,Lindau Reutin,Bad Schussenried,day,Lindau Reutin → Schussenried,day
RE,Erbach Wurtt,Nonnenhorn,day,Erbach Wurtt → Nonnenhorn,day
RB,Rottweil,Villingen Schwarzw,day,Rottweil → Villingen Schwarzw,day
RE,Ulm Hbf,Heidenheim Voithwerk,day,Ulm → Heidenheim Voithwerk,day
RE,Ulm Hbf,Giengen Brenz,day,Ulm → Giengen Brenz,day
RE,Aalen,Rammingen Wurtt,day,Aalen → Rammingen Wurtt,day
RE,Ulm Hbf,Oberkochen,day,Ulm → Oberkochen,day
RE,Aalen,Ulm Hbf,day,Aalen → Ulm,day
RB,Friedrichshafen Stadt,Uberlingen Nussdorf,day,Friedrichshafen Stadt → Uberlingen Nussdorf,day
RB,Friedrichshafen Stadt,Salem,day,Friedrichshafen Stadt → Salem,day
RB,Singen Hohentwiel,Bermatingen Ahausen,day,Singen Hohentwiel → Bermatingen Ahausen,day
RE,Singen Hohentwiel,Friedrichshafen Hafen,day,Singen Hohentwiel → Friedrichshafen Hafen,day
RB,Friedrichshafen Hafen,Friedrichshafen Stadt,day,Friedrichshafen Hafen → Friedrichshafen Stadt,day
RE,Giengen Brenz,Ulm Ost,day,Giengen Brenz → Ulm Ost,day
RE,Ulm Hbf,Aulendorf,day,Ulm → Aulendorf,day
RE,Ulm Hbf,Nonnenhorn,day,Ulm → Nonnenhorn,day
RE,Kressbronn,Friedrichshafen Stadt,day,Kressbronn → Friedrichshafen Stadt,day
RB,Albstadt Ebingen,Mengen,day,Albstadt Ebingen → Mengen,day
RB,Sigmaringen,Mengen,day,Sigmaringen → Mengen,day
RB,Offenburg,Teningen Mundingen,day,Offenburg → Teningen Mundingen,day
RB,Neuenburg Baden,Mullheim Im Markgraflerland,day,Neuenburg Baden → Mullheim Im Markgraflerland,day
RB,Neuenburg Baden,Freiburg Breisgau Hbf,day,Neuenburg Baden → Freiburg Breisgau,day
RB,Freiburg Breisgau Hbf,Auggen,day,Freiburg Breisgau → Auggen,day
RB,Basel Bad Bf,Schliengen,day,Basel → Schliengen,day
RB,Weil Am Rhein,Auggen,day,Weil Am Rhein → Auggen,day
RB,Efringen Kirchen,Heitersheim,day,Efringen Kirchen → Heitersheim,day
RB,Orschweier,Denzlingen,day,Orschweier → Denzlingen,day
RB,Emmendingen,Bad Krozingen,day,Emmendingen → Krozingen,day
RB,Riegel Malterdingen,Freiburg Breisgau Hbf,day,Riegel Malterdingen → Freiburg Breisgau,day
RB,Mullheim Im Markgraflerland,Haltingen,day,Mullheim Im Markgraflerland → Haltingen,day
RB,Mullheim Im Markgraflerland,Freiburg Breisgau Hbf,day,Mullheim Im Markgraflerland → Freiburg Breisgau,day
RB,Basel Bad Bf,Schallstadt,day,Basel → Schallstadt,day
RB,Neuenburg Baden,Gundelfingen Breisgau,day,Neuenburg Baden → Gundelfingen Breisgau,day
RB,Emmendingen,Buggingen,day,Emmendingen → Buggingen,day
RE,Basel Bad Bf,Kenzingen,day,Basel → Kenzingen,day
RE,Freiburg Breisgau Hbf,Offenburg,day,Freiburg Breisgau → Offenburg,day
RE,Freiburg Breisgau Hbf,Eimeldingen,day,Freiburg Breisgau → Eimeldingen,day
RE,Offenburg,Heitersheim,day,Offenburg → Heitersheim,day
RE,Basel Bad Bf,Freiburg Breisgau Hbf,day,Basel → Freiburg Breisgau,day
RE,Weil Am Rhein,Freiburg Breisgau Herdern,day,Weil Am Rhein → Freiburg Breisgau Herdern,day
RE,Efringen Kirchen,Gundelfingen Breisgau,day,Efringen Kirchen → Gundelfingen Breisgau,day
RE,Freiburg Breisgau Hbf,Emmendingen,day,Freiburg Breisgau → Emmendingen,day
RE,Emmendingen,Friesenheim Baden,day,Emmendingen → Friesenheim Baden,day
RE,Basel Bad Bf,Freiburg Breisgau Zahringen,day,Basel → Freiburg Breisgau Zahringen,day
RE,Karlsruhe Hbf,Ringsheim Europa Park,day,Karlsruhe → Ringsheim Europa Park,day
RE,Freiburg Breisgau Hbf,Ringsheim Europa Park,day,Freiburg Breisgau → Ringsheim Europa Park,day
RE,Freiburg Breisgau Hbf,Haltingen,day,Freiburg Breisgau → Haltingen,day
RE,Offenburg,Mullheim Im Markgraflerland,day,Offenburg → Mullheim Im Markgraflerland,day
RE,Freiburg Breisgau Hbf,Friesenheim Baden,day,Freiburg Breisgau → Friesenheim Baden,day
RE,Offenburg,Denzlingen,day,Offenburg → Denzlingen,day
RE,Freiburg Breisgau Hbf,Lahr Schwarzw,day,Freiburg Breisgau → Lahr Schwarzw,day
RE,Freiburg Breisgau Hbf,Renchen D,day,Freiburg Breisgau → Renchen D,day
RE,Karlsruhe Hbf,Orschweier,day,Karlsruhe → Orschweier,day
RE,Karlsruhe Hbf,Herbolzheim Breisgau,day,Karlsruhe → Herbolzheim Breisgau,day
RE,Freiburg Breisgau Hbf,Appenweier,day,Freiburg Breisgau → Appenweier,day
RE,Freiburg Breisgau Hbf,Efringen Kirchen,day,Freiburg Breisgau → Efringen Kirchen,day
RE,Karlsruhe Hbf,Rastatt,day,Karlsruhe → Rastatt,day
RE,Karlsruhe Hbf,Renchen D,day,Karlsruhe → Renchen D,day
RE,Rastatt,Offenburg,day,Rastatt → Offenburg,day
RE,Rastatt,Ringsheim Europa Park,day,Rastatt → Ringsheim Europa Park,day
RE,Karlsruhe Hbf,Achern,day,Karlsruhe → Achern,day
RE,Freiburg Breisgau Hbf,Herbolzheim Breisgau,day,Freiburg Breisgau → Herbolzheim Breisgau,day
RE,Denzlingen,Achern,day,Denzlingen → Achern,day
RE,Offenburg,Karlsruhe Hbf,day,Offenburg → Karlsruhe,day
RE,Basel Bad Bf,Mullheim Im Markgraflerland,day,Basel → Mullheim Im Markgraflerland,day
RE,Emmendingen,Buhl Baden,day,Emmendingen → Buhl Baden,day
RE,Efringen Kirchen,Herbolzheim Breisgau,day,Efringen Kirchen → Herbolzheim Breisgau,day
RE,Freiburg Breisgau Hbf,Weil Am Rhein,day,Freiburg Breisgau → Weil Am Rhein,day
RB,Korntal,Heimerdingen,day,Korntal → Heimerdingen,day
RB,Rudersberg Oberndorf,Schorndorf,day,Rudersberg Oberndorf → Schorndorf,day
RB,Schorndorf,Rudersberg,day,Schorndorf → Rudersberg,day
RB,Boblingen,Weil Im Schonbuch Rote,day,Boblingen → Weil Im Schonbuch Rote,day
RB,Dettenhausen,Boblingen Sud,day,Dettenhausen → Boblingen Sud,day
RB,Boblingen,Holzgerlingen Bahnhof,day,Boblingen → Holzgerlingen Bahnhof,day
RB,Neuffen,Nurtingen,day,Neuffen → Nurtingen,day
S62,Singen Hohentwiel,Herblingen,day,Singen Hohentwiel → Herblingen,day
S62,Herblingen,Konstanz,day,Herblingen → Konstanz,day
S5,Weil Am Rhein,Lorrach Hbf,day,Weil Am Rhein → Lorrach,day
S5,Weil Am Rhein,Lorrach Haagen Messe,day,Weil Am Rhein → Lorrach Haagen Messe,day
S5,Schopfheim,Lorrach Stetten,day,Schopfheim → Lorrach Stetten,day
S6,Engen,Allensbach,day,Engen → Allensbach,day
S6,Singen Hohentwiel,Konstanz Furstenberg,day,Singen Hohentwiel → Konstanz Furstenberg,day
RB,Konstanz,Triberg,day,Konstanz → Triberg,day
S6,Basel Bad Bf,Steinen D,day,Basel → Steinen D,day
S6,Basel Sbb,Lorrach Brombach Hauingen,day,Basel Sbb → Lorrach Brombach Hauingen,day
S5,Steinen D,Weil Am Rhein Pfadlistrasse,day,Steinen D → Weil Am Rhein Pfadlistrasse,day
S5,Schopfheim,Weil Am Rhein Ost,day,Schopfheim → Weil Am Rhein Ost,day
TGV,Modane,Paris Gare De Lyon,day,Modane → Paris de Lyon,day
TGV,Brest F,Saint Avre La Chambre,day,Brest F → Saint Avre la Chambre,day
TGV,Paris Gare De Lyon,St Gervais Les Bains Le Fayet,day,Paris de Lyon → St Gervais les Bains le Fayet,day
TGV,Nantes,St Gervais Les Bains Le Fayet,day,Nantes → St Gervais les Bains le Fayet,day
TGV,Evian Les Bains,Paris Gare De Lyon,day,Evian les Bains → Paris de Lyon,day
TGV,Paris Gare De Lyon,Grenoble,day,Paris de Lyon → Grenoble,day
TGV,Paris Gare De Lyon,Valence,day,Paris de Lyon → Valence,day
TGV,Bourg Saint Maurice,Paris Gare De Lyon,day,Bourg Saint Maurice → Paris de Lyon,day
TGV,Brest F,Albertville,day,Brest F → Albertville,day
TGV,Paris Est,Metz Ville,day,Paris Est → Metz Ville,day
TER,Nevers,Paris Bercy,day,Nevers → Paris Bercy,day
IC,Lyon Perrache,Saumur Rive Droite,day,Lyon Perrache → Saumur Rive Droite,day
TGV,Lyon Part Dieu,Le Havre,day,Lyon Part Dieu → le Havre,day
TGV,Bordeaux St Jean,Strasbourg,day,Bordeaux St Jean → Strasbourg,day
TGV,Metz Ville,Nimes,day,Metz Ville → Nimes,day
TGV,Metz Ville,Montpellier Saint Roch,day,Metz Ville → Montpellier Saint Roch,day
IC,Paris Bercy,L Argentiere Les Ecrins,day,Paris Bercy → L Argentiere les Ecrins,day
IC,Briancon,Paris Bercy,day,Briancon → Paris Bercy,day
TER,Paris Bercy,Pougues Les Eaux,day,Paris Bercy → Pougues les Eaux,day
TER,Paris Bercy,Fourchambault,day,Paris Bercy → Fourchambault,day
IC,Clermont Ferrand,Paris Bercy,day,Clermont Ferrand → Paris Bercy,day
TGV,Paris Gare De Lyon,Avignon Centre,day,Paris de Lyon → Avignon Centre,day
TGV,Paris Gare De Lyon,Miramas,day,Paris de Lyon → Miramas,day
TGV,Montpellier Saint Roch,Paris Gare De Lyon,day,Montpellier Saint Roch → Paris de Lyon,day
TGV,Perpignan,Paris Gare De Lyon,day,Perpignan → Paris de Lyon,day
TGV,Montpellier Sud De France,Paris Gare De Lyon,day,Montpellier Sud de France → Paris de Lyon,day
TGV,Lyon Perrache,Paris Gare De Lyon,day,Lyon Perrache → Paris de Lyon,day
TGV,Lyon Part Dieu,Paris Gare De Lyon,day,Lyon Part Dieu → Paris de Lyon,day
TGV,Paris Gare De Lyon,Saint Etienne Chateaucreux,day,Paris de Lyon → Saint Etienne Chateaucreux,day
TGV,Mulhouse,Paris Gare De Lyon,day,Mulhouse → Paris de Lyon,day
TGV,Paris Gare De Lyon,Besancon Viotte,day,Paris de Lyon → Besancon Viotte,day
TGV,Dijon,Paris Gare De Lyon,day,Dijon → Paris de Lyon,day
TGV,Paris Gare De Lyon,Annecy,day,Paris de Lyon → Annecy,day
TGV,Paris Gare De Lyon,Aix Les Bains Le Revard,day,Paris de Lyon → Aix les Bains le Revard,day
TGV,Paris Gare De Lyon,Chambery Challes Les Eaux,day,Paris de Lyon → Chambery Challes les Eaux,day
TGV,Paris Gare De Lyon,Frasne,day,Paris de Lyon → Frasne,day
TGV,Bellegarde Sur Valserine,Paris Gare De Lyon,day,Bellegarde Sur Valserine → Paris de Lyon,day
TGV,Metz Ville,Avignon Tgv,day,Metz Ville → Avignon Tgv,day
TGV,Strasbourg,Lyon Part Dieu,day,Strasbourg → Lyon Part Dieu,day
TGV,Marseille Saint Charles,Aeroport Charles De Gaulle Tgv,day,Marseille Saint Charles → Aeroport Charles de Gaulle Tgv,day
TER,Valence,Embrun,day,Valence → Embrun,day
TER,Valence,Briancon,day,Valence → Briancon,day
TER,Grenoble,Valence,day,Grenoble → Valence,day
TER,Aix Les Bains Le Revard,Saint Hilaire St Nazaire,day,Aix les Bains le Revard → Saint Hilaire St Nazaire,day
TER,Chambery Challes Les Eaux,Valence,day,Chambery Challes les Eaux → Valence,day
TER,Valence,Pontcharra Sur Breda Allevard,day,Valence → Pontcharra Sur Breda Allevard,day
TER,Valence,Montmelian,day,Valence → Montmelian,day
TER,Lyon Part Dieu,St Andre Le Gaz,day,Lyon Part Dieu → St Andre le Gaz,day
TER,Dijon,Paris Bercy,day,Dijon → Paris Bercy,day
TER,Morteau,Besancon Mouillere,day,Morteau → Besancon Mouillere,day
TER,Pontarlier,Labergement Sainte Marie,day,Pontarlier → Labergement Sainte Marie,day
TER,Frasne,Labergement Sainte Marie,day,Frasne → Labergement Sainte Marie,day
TER,Chamonix Mont Blanc,Vallorcine F,day,Chamonix Mont Blanc → Vallorcine F,day
TER,Vallorcine F,Les Moussoux,day,Vallorcine F → les Moussoux,day
TER,Chamonix Mont Blanc,Servoz,day,Chamonix Mont Blanc → Servoz,day
TER,Martigny,Vallorcine F,day,Martigny → Vallorcine F,day
TER,Les Houches,La Joux F,day,les Houches → la Joux F,day
TER,Les Houches,Chamonix Mont Blanc,day,les Houches → Chamonix Mont Blanc,day
TER,Saint Louis Haut Rhin,Strasbourg,day,Saint Louis Haut Rhin → Strasbourg,day
TER,Paris Bercy,Laroche Migennes,day,Paris Bercy → Laroche Migennes,day
TER,Annemasse,St Gervais Les Bains Le Fayet,day,Annemasse → St Gervais les Bains le Fayet,day
TER,La Roche Sur Foron,St Gervais Les Bains Le Fayet,day,la Roche Sur Foron → St Gervais les Bains le Fayet,day
TER,Forbach,Metz Ville,day,Forbach → Metz Ville,day
TER,Bening Les Saint Avold,Metz Ville,day,Bening les Saint Avold → Metz Ville,day
TER,Metz Ville,Thionville,day,Metz Ville → Thionville,day
TER,Saint Louis Haut Rhin,Mulhouse,day,Saint Louis Haut Rhin → Mulhouse,day
TER,Lyon Part Dieu,Bellegarde Sur Valserine,day,Lyon Part Dieu → Bellegarde Sur Valserine,day
TER,Lyon Part Dieu,St Gervais Les Bains Le Fayet,day,Lyon Part Dieu → St Gervais les Bains le Fayet,day
TER,Grenoble,Bellegarde Sur Valserine,day,Grenoble → Bellegarde Sur Valserine,day
TER,Valence,Bellegarde Sur Valserine,day,Valence → Bellegarde Sur Valserine,day
TER,Chambery Challes Les Eaux,Bellegarde Sur Valserine,day,Chambery Challes les Eaux → Bellegarde Sur Valserine,day
TER,Bellegarde Sur Valserine,Valence Tgv Rhone Alpes Sud,day,Bellegarde Sur Valserine → Valence Tgv Rhone Alpes Sud,day
TER,Pougny Chancy,Bellegarde Sur Valserine,day,Pougny Chancy → Bellegarde Sur Valserine,day
TER,Strasbourg,Metz Ville,day,Strasbourg → Metz Ville,day
TER,Belfort,Mulhouse,day,Belfort → Mulhouse,day
TER,Krimmeri Meinau,Kalhausen,day,Krimmeri Meinau → Kalhausen,day
TER,Colmar,Breitenbach F,day,Colmar → Breitenbach F,day
TER,Strasbourg,Saint Blaise La Roche Poutay,day,Strasbourg → Saint Blaise la Roche Poutay,day
TER,Metz Ville,Hatrize,day,Metz Ville → Hatrize,day
TER,Metz Ville,Verdun,day,Metz Ville → Verdun,day
TER,Metz Ville,Conflans Jarny,day,Metz Ville → Conflans Jarny,day
