route_name,origin,destination,service_type,route_name_simple,type
C5,Delle,Belfort Ville,day,Delle → Belfort Ville,day
P29,Le Valdahon,Besancon Viotte,day,le Valdahon → Besancon Viotte,day
P29,Morteau,Morre,day,Morteau → Morre,day
P8,Dole,Saint Laurent En Grandvaux,day,Dole → Saint Laurent En Grandvaux,day
P8,Besancon Viotte,Morbier,day,Besancon Viotte → Morbier,day
P18,Pontarlier,Dijon,day,Pontarlier → Dijon,day
P18,Andelot,Dole,day,Andelot → Dole,day
P18,Dijon,La Riviere,day,Dijon → la Riviere,day
K13,Lons Le Saunier,Torpes Boussieres,day,Lons le Saunier → Torpes Boussieres,day
K13,Lyon Perrache,Lons Le Saunier,day,Lyon Perrache → Lons le Saunier,day
K13,Lyon Perrache,Mouchard,day,Lyon Perrache → Mouchard,day
K13,Lyon Part Dieu,Arc Et Senans,day,Lyon Part Dieu → Arc Et Senans,day
K13,Lyon Part Dieu,Lons Le Saunier,day,Lyon Part Dieu → Lons le Saunier,day
K13,Lyon Part Dieu,Besancon Viotte,day,Lyon Part Dieu → Besancon Viotte,day
K13,Lons Le Saunier,Montbeliard,day,Lons le Saunier → Montbeliard,day
K13,Lyon Perrache,Arc Et Senans,day,Lyon Perrache → Arc Et Senans,day
K13,Belfort Ville,Arbois,day,Belfort Ville → Arbois,day
P33,Besancon Viotte,Poligny,day,Besancon Viotte → Poligny,day
P33,Bourg En Bresse,Besancon Viotte,day,Bourg En Bresse → Besancon Viotte,day
P33,Bourg En Bresse,Lons Le Saunier,day,Bourg En Bresse → Lons le Saunier,day
P33,Lyon Part Dieu,Servas Lent,day,Lyon Part Dieu → Servas Lent,day
P33,Besancon Viotte,Amberieu En Bugey,day,Besancon Viotte → Amberieu En Bugey,day
411B,Les Sables D Olonne,Paris Montparnasse Hall 1 2,day,les Sables D Olonne → Paris Montparnasse Hall 1 2,day
411B,Paris Montparnasse Hall 1 2,La Roche Sur Yon,day,Paris Montparnasse Hall 1 2 → la Roche Sur Yon,day
INCONNU,Volvic,Saint Eloy Les Mines Lycee,day,Volvic → Saint Eloy les Mines Lycee,day
INCONNU,Les Ancizes St Georges Bourg,Clermont Ferrand,day,les Ancizes St Georges Bourg → Clermont Ferrand,day
612B,Paris Gare De Lyon Hall 1 2,Zuerich Hb,day,Paris de Lyon Hall 1 2 → Zuerich Hb,day
612B,Paris Gare De Lyon Hall 1 2,Basel Sbb,day,Paris de Lyon Hall 1 2 → Basel Sbb,day
612B,Paris Est,Basel Sbb,day,Paris Est → Basel Sbb,day
612B,Paris Est,Zuerich Hb,day,Paris Est → Zuerich Hb,day
641A,Milano Porta Garibaldi,Paris Gare De Lyon Hall 1 2,day,Milano Porta Garibaldi → Paris de Lyon Hall 1 2,day
641A,Paris Gare De Lyon Hall 1 2,Turin Porta Susa,day,Paris de Lyon Hall 1 2 → Turin Porta Susa,day
641A,Aeroport Charles De Gaulle 2 Tgv,Milano Porta Garibaldi,day,Aeroport Charles de Gaulle 2 Tgv → Milano Porta Garibaldi,day
641A,Chambery Challes Les Eaux,Milano Porta Garibaldi,day,Chambery Challes les Eaux → Milano Porta Garibaldi,day
641A,Milano Porta Garibaldi,Marne La Vallee Chessy,day,Milano Porta Garibaldi → Marne la Vallee Chessy,day
612E,Paris Gare De Lyon Hall 1 2,Lausanne,day,Paris de Lyon Hall 1 2 → Lausanne,day
612E,Aeroport Charles De Gaulle 2 Tgv,Lausanne,day,Aeroport Charles de Gaulle 2 Tgv → Lausanne,day
612E,Marne La Vallee Chessy,Lausanne,day,Marne la Vallee Chessy → Lausanne,day
K150,Mende,Clermont Ferrand,day,Mende → Clermont Ferrand,day
P120,Saint Chely D Apcher,Le Bruel Route Nationale 88,day,Saint Chely D Apcher → le Bruel Route Nationale 88,day
P120,La Bastide St Laurent Les B,Chanac,day,la Bastide St Laurent les B → Chanac,day
P120,Marvejols Place Du Chayla,Balsieges Arret Rn88,day,Marvejols Place du Chayla → Balsieges Arret Rn88,day
P117,Langogne,Mende,day,Langogne → Mende,day
P173,Le Puy En Velay,Marvejols Place Du Chayla,day,le Puy En Velay → Marvejols Place du Chayla,day
651B,Stuttgart Hbf,Paris Est,day,Stuttgart → Paris Est,day
651B,Paris Est,Francfort Sur Le Main,day,Paris Est → Francfort Sur le Main,day
671A,Francfort Sur Le Main,Lyon Part Dieu,day,Francfort Sur le Main → Lyon Part Dieu,day
671A,Marseille Saint Charles,Kaiserslautern Hbf,day,Marseille Saint Charles → Kaiserslautern,day
P158,Agen,Fleurance Gendarmerie,day,Agen → Fleurance Gendarmerie,day
P158,Auch,Sainte Mere,day,Auch → Sainte Mere,day
661A,Munich,Paris Est,day,Munich → Paris Est,day
807A,Freiburg Breisgau Hbf,Paris Est,day,Freiburg Breisgau → Paris Est,day
P160,Auch Allee Baylac,Bourret Les Gourdis,day,Auch Allee Baylac → Bourret les Gourdis,day
P160,Montauban La Fobio,Beaumont De Lomagne Place Jean Moulin,day,Montauban la Fobio → Beaumont de Lomagne Place Jean Moulin,day
P160,Auch Allee Baylac,Beaumont De Lomagne Place Jean Moulin,day,Auch Allee Baylac → Beaumont de Lomagne Place Jean Moulin,day
P160,Auch,Montech Boulevard Lagal,day,Auch → Montech Boulevard Lagal,day
P160,Montauban Prax Paris,Beaumont De Lomagne L E P,day,Montauban Prax Paris → Beaumont de Lomagne L E P,day
651A,Berlin Gesundbrunnen,Paris Est,day,Berlin Gesundbrunnen → Paris Est,day
671A,Francfort Sur Le Main,Avignon Tgv,day,Francfort Sur le Main → Avignon Tgv,day
671A,Marseille Saint Charles,Baden Baden,day,Marseille Saint Charles → Baden Baden,day
671A,Marseille Saint Charles,Karlsruhe Hbf,day,Marseille Saint Charles → Karlsruhe,day
C12,Saint Louis,Mulhouse,day,Saint Louis → Mulhouse,day
K200,Strasbourg,Saint Louis,day,Strasbourg → Saint Louis,day
K200,Basel Sbb,Colmar,day,Basel Sbb → Colmar,day
K200,Basel Sbb,Strasbourg,day,Basel Sbb → Strasbourg,day
K1+,Lyon Part Dieu,Geneve Cornavin,day,Lyon Part Dieu → Geneve Cornavin,day
K1+,Lyon Part Dieu,Bellegarde,day,Lyon Part Dieu → Bellegarde,day
K43,Lyon Part Dieu,Saint Gervais Les Bains Le Fayet,day,Lyon Part Dieu → Saint Gervais les Bains le Fayet,day
K43,Lyon Part Dieu,Magland,day,Lyon Part Dieu → Magland,day
K11,Grenoble,Geneve Cornavin,day,Grenoble → Geneve Cornavin,day
K11,Valence Ville,Geneve Cornavin,day,Valence Ville → Geneve Cornavin,day
K11,Chambery Challes Les Eaux,Geneve Cornavin,day,Chambery Challes les Eaux → Geneve Cornavin,day
K11,Geneve Cornavin,Romans Bourg De Peage,day,Geneve Cornavin → Romans Bourg de Peage,day
L6,La Plaine Suisse,Bellegarde,day,la Plaine Suisse → Bellegarde,day
INCONNU,Barcelone Sants,Nimes Pont Du Gard,day,Barcelone Sants → Nimes Pont du Gard,day
INCONNU,Barcelone Sants,Paris Gare De Lyon Hall 1 2,day,Barcelone Sants → Paris de Lyon Hall 1 2,day
INCONNU,Barcelone Sants,Paris Montparnasse Hall 1 2,day,Barcelone Sants → Paris Montparnasse Hall 1 2,day
INCONNU,Barcelone Sants,Nimes Centre,day,Barcelone Sants → Nimes Centre,day
INCONNU,Paris Gare De Lyon Hall 1 2,Figueres Vilafant,day,Paris de Lyon Hall 1 2 → Figueres Vilafant,day
INCONNU,Paris Montparnasse Hall 1 2,Figueres Vilafant,day,Paris Montparnasse Hall 1 2 → Figueres Vilafant,day
632A,Marseille Saint Charles,Lausanne,day,Marseille Saint Charles → Lausanne,day
632A,Marseille Saint Charles,Geneve Cornavin,day,Marseille Saint Charles → Geneve Cornavin,day
081G,Le Havre,Bourg Saint Maurice,day,le Havre → Bourg Saint Maurice,day
622E,Geneve Cornavin,Paris Gare De Lyon Hall 1 2,day,Geneve Cornavin → Paris de Lyon Hall 1 2,day
622E,Aeroport Charles De Gaulle 2 Tgv,Geneve Cornavin,day,Aeroport Charles de Gaulle 2 Tgv → Geneve Cornavin,day
622E,Geneve Cornavin,Marne La Vallee Chessy,day,Geneve Cornavin → Marne la Vallee Chessy,day
001A,Lille Europe,Bruxelles Midi,day,Lille Europe → Bruxelles Midi,day
001B,Bruxelles Midi,Marseille Saint Charles,day,Bruxelles Midi → Marseille Saint Charles,day
001B,Bruxelles Midi,Montpellier Saint Roch,day,Bruxelles Midi → Montpellier Saint Roch,day
001B,Bruxelles Midi,Montpellier Sud De France,day,Bruxelles Midi → Montpellier Sud de France,day
003B,Bruxelles Midi,Nantes,day,Bruxelles Midi → Nantes,day
001B,Bruxelles Midi,Agde,day,Bruxelles Midi → Agde,day
003C,Bruxelles Midi,Rennes,day,Bruxelles Midi → Rennes,day
001A,Bruxelles Midi,Aeroport Charles De Gaulle 2 Tgv,day,Bruxelles Midi → Aeroport Charles de Gaulle 2 Tgv,day
001A,Bruxelles Midi,Lyon Perrache,day,Bruxelles Midi → Lyon Perrache,day
001A,Lyon Part Dieu,Bruxelles Midi,day,Lyon Part Dieu → Bruxelles Midi,day
081G,Brest,Albertville,day,Brest → Albertville,day
005D,Bruxelles Midi,Strasbourg,day,Bruxelles Midi → Strasbourg,day
071A,Luxembourg,Marseille Saint Charles,day,Luxembourg → Marseille Saint Charles,day
071A,Luxembourg,Lyon Part Dieu,day,Luxembourg → Lyon Part Dieu,day
ICE,Basel Sbb,Basel Bad Bf,day,Basel Sbb → Basel,day
EC,Como S Giovanni,Zurich Hb,day,Como S Giovanni → Zurich Hb,day
EC,Como S Giovanni,Chiasso,day,Como S Giovanni → Chiasso,day
EC,Chiasso,Zurich Hb,day,Chiasso → Zurich Hb,day
EC,Bellinzona,Como S Giovanni,day,Bellinzona → Como S Giovanni,day
EC,Lugano,Como S Giovanni,day,Lugano → Como S Giovanni,day
EC,Domodossola I,Geneve,day,Domodossola I → Geneve,day
EC,Domodossola I,Lausanne,day,Domodossola I → Lausanne,day
EC,Domodossola I,Brig,day,Domodossola I → Brig,day
EC,Geneve,Brig,day,Geneve → Brig,day
EC,Domodossola I,Montreux,day,Domodossola I → Montreux,day
EC,Brig,Lausanne,day,Brig → Lausanne,day
EC,Domodossola I,Olten,day,Domodossola I → Olten,day
EC,Brig,Basel Sbb,day,Brig → Basel Sbb,day
EC,Domodossola I,Basel Sbb,day,Domodossola I → Basel Sbb,day
EC,Basel Sbb,Simplontunnel,day,Basel Sbb → Simplontunnel,day
EC,Domodossola I,Liestal,day,Domodossola I → Liestal,day
ICE,Basel Bad Bf,Interlaken Ost,day,Basel → Interlaken Ost,day
EC,Bregenz,Zurich Hb,day,Bregenz → Zurich Hb,day
ICE,Basel Bad Bf,Visp,day,Basel → Visp,day
ICE,Chur,Basel Bad Bf,day,Chur → Basel,day
ICE,Zurich Hb,Basel Bad Bf,day,Zurich Hb → Basel,day
ICE,Basel Bad Bf,Brig,day,Basel → Brig,day
EC,Como S Giovanni,Basel Sbb,day,Como S Giovanni → Basel Sbb,day
EC,Chiasso,Basel Bad Bf,day,Chiasso → Basel,day
RJX,Feldkirch,Zurich Hb,day,Feldkirch → Zurich Hb,day
RJX,Feldkirch,Sargans,day,Feldkirch → Sargans,day
EC,Olten,Como S Giovanni,day,Olten → Como S Giovanni,day
EC,Basel Sbb,Chiasso,day,Basel Sbb → Chiasso,day
IC,Zurich Hb,Singen Hohentwiel,day,Zurich Hb → Singen Hohentwiel,day
IC,Schaffhausen,Singen Hohentwiel,day,Schaffhausen → Singen Hohentwiel,day
IC61,Basel Sbb,Interlaken Ost,day,Basel Sbb → Interlaken Ost,day
ICE,Basel Bad Bf,Bern,day,Basel → Bern,day
IC5,Biel Bienne,Lausanne,day,Biel Bienne → Lausanne,day
IC5,Biel Bienne,Yverdon Les Bains,day,Biel Bienne → Yverdon les Bains,day
IC5,Zurich Hb,Rorschach,day,Zurich Hb → Rorschach,day
IC51,Delemont,Lausanne,day,Delemont → Lausanne,day
IC51,Delemont,Yverdon Les Bains,day,Delemont → Yverdon les Bains,day
IC5,Biel Bienne,St Gallen,day,Biel Bienne → St Gallen,day
IC5,Biel Bienne,Rorschach,day,Biel Bienne → Rorschach,day
IC5,Solothurn,Rorschach,day,Solothurn → Rorschach,day
IC5,Zurich Hb,Lausanne,day,Zurich Hb → Lausanne,day
IC5,Zurich Hb,Solothurn,day,Zurich Hb → Solothurn,day
IC5,Zurich Hb,Yverdon Les Bains,day,Zurich Hb → Yverdon les Bains,day
IC5,Lausanne,Aarau,day,Lausanne → Aarau,day
IC5,Yverdon Les Bains,Zurich Flughafen,day,Yverdon les Bains → Zurich Flughafen,day
IC5,Rorschach,Neuchatel,day,Rorschach → Neuchatel,day
IC5,Lausanne,Zurich Flughafen,day,Lausanne → Zurich Flughafen,day
IC5,Yverdon Les Bains,Winterthur,day,Yverdon les Bains → Winterthur,day
IC5,Zurich Hb,St Gallen,day,Zurich Hb → St Gallen,day
IC5,Zurich Hb,Renens Vd,day,Zurich Hb → Renens Vd,day
IC5,Zurich Hb,Biel Bienne,day,Zurich Hb → Biel Bienne,day
IC3,Basel Sbb,Zurich Hb,day,Basel Sbb → Zurich Hb,day
IC3,Chur,Basel Sbb,day,Chur → Basel Sbb,day
IC3,Chur,Zurich Hb,day,Chur → Zurich Hb,day
IC6,Bern,Brig,day,Bern → Brig,day
IC6,Brig,Thun,day,Brig → Thun,day
IC6,Basel Sbb,Bern,day,Basel Sbb → Bern,day
IC61,Interlaken Ost,Bern,day,Interlaken Ost → Bern,day
IC21,Basel Sbb,Lugano,day,Basel Sbb → Lugano,day
IC21,Olten,Lugano,day,Olten → Lugano,day
IC21,Chiasso,Olten,day,Chiasso → Olten,day
IC21,Mendrisio,Basel Sbb,day,Mendrisio → Basel Sbb,day
IC21,Basel Sbb,Arth Goldau,day,Basel Sbb → Arth Goldau,day
IC21,Lugano,Liestal,day,Lugano → Liestal,day
IC21,Lugano,Lausen,day,Lugano → Lausen,day
IC21,Lugano,Luzern,day,Lugano → Luzern,day
IC1,Bern,Geneve Aeroport,day,Bern → Geneve Aeroport,day
IC1,Bern,Flawil,day,Bern → Flawil,day
IC1,Bern,Zurich Hb,day,Bern → Zurich Hb,day
IC1,Zurich Hb,Geneve,day,Zurich Hb → Geneve,day
IC1,Zurich Hb,Morges,day,Zurich Hb → Morges,day
IC1,Zurich Hb,Geneve Aeroport,day,Zurich Hb → Geneve Aeroport,day
IC1,Romont Fr,Uzwil,day,Romont Fr → Uzwil,day
IC1,Fribourg Freiburg,Flawil,day,Fribourg Freiburg → Flawil,day
IC1,Fribourg Freiburg,Zurich Hb,day,Fribourg Freiburg → Zurich Hb,day
IC1,St Gallen,Bahn 2000 Strecke,day,St Gallen → Bahn 2000 Strecke,day
IC1,Geneve Aeroport,Zurich Flughafen,day,Geneve Aeroport → Zurich Flughafen,day
IC1,Geneve Aeroport,Zurich Oerlikon,day,Geneve Aeroport → Zurich Oerlikon,day
IC1,Geneve Aeroport,Olten,day,Geneve Aeroport → Olten,day
IC1,St Gallen,Olten,day,St Gallen → Olten,day
RE,Lausanne,Fribourg Freiburg,day,Lausanne → Fribourg Freiburg,day
RE,Lausanne,Geneve Aeroport,day,Lausanne → Geneve Aeroport,day
RE,Lausanne,Geneve,day,Lausanne → Geneve,day
IR,Winterthur,Bern,day,Winterthur → Bern,day
IC8,Zurich Hb,Romanshorn,day,Zurich Hb → Romanshorn,day
IC8,Zurich Hb,Brig,day,Zurich Hb → Brig,day
IC8,Zurich Hb,Visp,day,Zurich Hb → Visp,day
IC8,Bern,Romanshorn,day,Bern → Romanshorn,day
IC81,Romanshorn,Thun,day,Romanshorn → Thun,day
IC81,Romanshorn,Spiez,day,Romanshorn → Spiez,day
IC81,Zurich Hb,Interlaken Ost,day,Zurich Hb → Interlaken Ost,day
IC8,Brig,Zurich Flughafen,day,Brig → Zurich Flughafen,day
IC8,Brig,Winterthur,day,Brig → Winterthur,day
IC8,Brig,Aarau,day,Brig → Aarau,day
IC81,Interlaken Ost,Frauenfeld,day,Interlaken Ost → Frauenfeld,day
IC81,Interlaken Ost,Weinfelden,day,Interlaken Ost → Weinfelden,day
IC8,Brig,Frauenfeld,day,Brig → Frauenfeld,day
IC8,Zurich Hb,Zollikofen,day,Zurich Hb → Zollikofen,day
IC2,Zurich Hb,Lugano,day,Zurich Hb → Lugano,day
IC2,Bellinzona,Zurich Hb,day,Bellinzona → Zurich Hb,day
IC2,Altdorf Ur,Zurich Hb,day,Altdorf Ur → Zurich Hb,day
IC2,Mendrisio,Zurich Hb,day,Mendrisio → Zurich Hb,day
IC,Chur,Renens Vd,day,Chur → Renens Vd,day
IC,Geneve Aeroport,Sargans,day,Geneve Aeroport → Sargans,day
IC,Chur,Lausanne,day,Chur → Lausanne,day
IC61,Interlaken Ost,Thun,day,Interlaken Ost → Thun,day
IC,Schaffhausen,Zurich Hb,day,Schaffhausen → Zurich Hb,day
IC,Jestetten,Zurich Hb,day,Jestetten → Zurich Hb,day
IC,Zurich Hb,Ringsheim Europa Park,day,Zurich Hb → Ringsheim Europa Park,day
IC,Zurich Hb,Domodossola I,day,Zurich Hb → Domodossola I,day
IC,Zurich Hb,Simplontunnel,day,Zurich Hb → Simplontunnel,day
IC,Bern,Domodossola I,day,Bern → Domodossola I,day
IC,Geneve Aeroport,Bahn 2000 Strecke,day,Geneve Aeroport → Bahn 2000 Strecke,day
IC,Geneve Aeroport,Zofingen,day,Geneve Aeroport → Zofingen,day
IC,Lausanne,Bellinzona,day,Lausanne → Bellinzona,day
IC2,Arth Goldau,Zurich Hb,day,Arth Goldau → Zurich Hb,day
IC,Locarno,Palezieux,day,Locarno → Palezieux,day
IC,Locarno,Lausanne,day,Locarno → Lausanne,day
IC,Luzern,Lausanne,day,Luzern → Lausanne,day
IC,Cadenazzo,Palezieux,day,Cadenazzo → Palezieux,day
IC,Cadenazzo,Luzern,day,Cadenazzo → Luzern,day
IC,Chur,Olten,day,Chur → Olten,day
IC51,Delemont,Basel Sbb,day,Delemont → Basel Sbb,day
IC51,Biel Bienne,Basel Sbb,day,Biel Bienne → Basel Sbb,day
IC51,Lausanne,Basel Sbb,day,Lausanne → Basel Sbb,day
IC51,Yverdon Les Bains,Basel Sbb,day,Yverdon les Bains → Basel Sbb,day
IC51,Lausanne,Zwingen,day,Lausanne → Zwingen,day
IC51,Lausanne,Munchenstein,day,Lausanne → Munchenstein,day
IC51,Lausanne,Laufen,day,Lausanne → Laufen,day
IC51,Munchenstein,Delemont,day,Munchenstein → Delemont,day
IC51,Laufen,Delemont,day,Laufen → Delemont,day
IC51,Zwingen,Delemont,day,Zwingen → Delemont,day
IC51,Renens Vd,Delemont,day,Renens Vd → Delemont,day
IR57,Geneve Aeroport,Neuchatel,day,Geneve Aeroport → Neuchatel,day
IR95,Sion,Morges,day,Sion → Morges,day
IR95,Sion,Nyon,day,Sion → Nyon,day
IR95,Sion,Geneve Aeroport,day,Sion → Geneve Aeroport,day
IR95,Lausanne,Leuk,day,Lausanne → Leuk,day
IR95,Nyon,Visp,day,Nyon → Visp,day
IR95,Geneve Aeroport,Leuk,day,Geneve Aeroport → Leuk,day
IR95,Geneve Aeroport,Martigny,day,Geneve Aeroport → Martigny,day
IR95,Brig,Morges,day,Brig → Morges,day
IR95,Brig,Nyon,day,Brig → Nyon,day
IR95,Brig,Renens Vd,day,Brig → Renens Vd,day
IR95,Brig,Vevey,day,Brig → Vevey,day
IR95,Geneve Aeroport,Bex,day,Geneve Aeroport → Bex,day
IR95,Brig,Montreux,day,Brig → Montreux,day
IR95,Geneve Aeroport,St Maurice,day,Geneve Aeroport → St Maurice,day
IR95,Geneve,Martigny,day,Geneve → Martigny,day
IR95,Geneve,Sion,day,Geneve → Sion,day
IR95,Geneve,St Maurice,day,Geneve → St Maurice,day
IR95,Geneve Aeroport,Villeneuve Vd,day,Geneve Aeroport → Villeneuve Vd,day
IR95,Geneve Aeroport,Aigle,day,Geneve Aeroport → Aigle,day
IR95,Geneve,Villeneuve Vd,day,Geneve → Villeneuve Vd,day
IR95,Renens Vd,Sion,day,Renens Vd → Sion,day
IR95,St Maurice,Sion,day,St Maurice → Sion,day
IR55,Olten,Biel Bienne,day,Olten → Biel Bienne,day
IR55,Olten,Solothurn,day,Olten → Solothurn,day
IR90,Geneve,Sierre Siders,day,Geneve → Sierre Siders,day
IR90,Lausanne,Visp,day,Lausanne → Visp,day
IR90,Brig,St Maurice,day,Brig → St Maurice,day
IR90,Lausanne,Villeneuve Vd,day,Lausanne → Villeneuve Vd,day
IR,Geneve,Geneve Aeroport,day,Geneve → Geneve Aeroport,day
IR36,Zurich Hb,Brugg Ag,day,Zurich Hb → Brugg Ag,day
IR36,Basel Sbb,Baden,day,Basel Sbb → Baden,day
IR36,Zurich Flughafen,Mohlin,day,Zurich Flughafen → Mohlin,day
IR36,Zurich Oerlikon,Rheinfelden,day,Zurich Oerlikon → Rheinfelden,day
IR36,Zurich Flughafen,Rheinfelden,day,Zurich Flughafen → Rheinfelden,day
IR36,Zurich Oerlikon,Basel Sbb,day,Zurich Oerlikon → Basel Sbb,day
IR75,Konstanz,Baar,day,Konstanz → Baar,day
IR75,Konstanz,Zug,day,Konstanz → Zug,day
IR75,Konstanz,Zurich Hb,day,Konstanz → Zurich Hb,day
IR75,Luzern,Frauenfeld,day,Luzern → Frauenfeld,day
IR75,Luzern,Weinfelden,day,Luzern → Weinfelden,day
IR75,Ebikon,Frauenfeld,day,Ebikon → Frauenfeld,day
IR75,Luzern,Zurich Hb,day,Luzern → Zurich Hb,day
IR75,Luzern,Kreuzlingen,day,Luzern → Kreuzlingen,day
IR75,Zurich Hb,Kreuzlingen,day,Zurich Hb → Kreuzlingen,day
IR,Bern,Zurich Flughafen,day,Bern → Zurich Flughafen,day
IR16,Brugg Ag,Bern,day,Brugg Ag → Bern,day
IR16,Zurich Hb,Olten,day,Zurich Hb → Olten,day
IR16,Olten,Brugg Ag,day,Olten → Brugg Ag,day
IR37,Aarau,Basel Sbb,day,Aarau → Basel Sbb,day
IR26,Luzern,Basel Sbb,day,Luzern → Basel Sbb,day
IR26,Luzern,Olten,day,Luzern → Olten,day
IR,Luzern,Lausen,day,Luzern → Lausen,day
IC,Basel Sbb,Olten,day,Basel Sbb → Olten,day
IR35,Olten,Bern,day,Olten → Bern,day
IR35,Zurich Hb,Flums,day,Zurich Hb → Flums,day
IR35,Chur,Siebnen Wangen,day,Chur → Siebnen Wangen,day
IR35,Bern,Wadenswil,day,Bern → Wadenswil,day
IR35,Zurich Hb,Walenstadt,day,Zurich Hb → Walenstadt,day
IR35,Zurich Hb,Sargans,day,Zurich Hb → Sargans,day
IR35,Chur,Pfaffikon Sz,day,Chur → Pfaffikon Sz,day
IR35,Chur,Sargans,day,Chur → Sargans,day
IR27,Zofingen,Basel Sbb,day,Zofingen → Basel Sbb,day
IR15,Lausanne,Romont Fr,day,Lausanne → Romont Fr,day
IR15,Bern,Lausanne,day,Bern → Lausanne,day
IR15,Fribourg Freiburg,Luzern,day,Fribourg Freiburg → Luzern,day
IR15,Luzern,Morges,day,Luzern → Morges,day
IR15,Luzern,Nyon,day,Luzern → Nyon,day
IR15,Lausanne,Sursee,day,Lausanne → Sursee,day
IR15,Luzern,Bern,day,Luzern → Bern,day
IR15,Sursee,Fribourg Freiburg,day,Sursee → Fribourg Freiburg,day
EC,Leipzig Hbf,Basel Bad Bf,day,Leipzig → Basel,day
RE,Zug,Zurich Hb,day,Zug → Zurich Hb,day
RE,Thalwil,Zurich Hb,day,Thalwil → Zurich Hb,day
IR,Luzern,Baar,day,Luzern → Baar,day
RE,Ebikon,Zurich Hb,day,Ebikon → Zurich Hb,day
PE,Lugano,Arth Goldau,day,Lugano → Arth Goldau,day
IR35,Chur,Ziegelbrucke,day,Chur → Ziegelbrucke,day
IR35,Lachen Sz,Landquart,day,Lachen Sz → Landquart,day
IR35,Chur,Bilten,day,Chur → Bilten,day
IR35,Lachen Sz,Sargans,day,Lachen Sz → Sargans,day
IR35,Zurich Hb,Uznach,day,Zurich Hb → Uznach,day
IR13,Wil Sg,Buchs Sg,day,Wil Sg → Buchs Sg,day
IR13,Sargans,Uzwil,day,Sargans → Uzwil,day
IR13,Zurich Hb,St Gallen Bruggen,day,Zurich Hb → St Gallen Bruggen,day
IR13,St Gallen,Wil Sg,day,St Gallen → Wil Sg,day
IR13,Zurich Hb,Flawil,day,Zurich Hb → Flawil,day
IR65,Bern,Biel Bienne,day,Bern → Biel Bienne,day
RE,Fribourg Freiburg,Bovernier,day,Fribourg Freiburg → Bovernier,day
RE,Le Chable Vs,Fribourg Freiburg,day,le Chable Vs → Fribourg Freiburg,day
RE,Martigny,Le Chable Vs,day,Martigny → le Chable Vs,day
RE,Nyon,Geneve,day,Nyon → Geneve,day
RE,Coppet,Etoy,day,Coppet → Etoy,day
RE,Biel Bienne,Sonceboz Sombeval,day,Biel Bienne → Sonceboz Sombeval,day
RE,Biel Bienne,La Chaux De Fonds,day,Biel Bienne → la Chaux de Fonds,day
RE,Sonceboz Sombeval,La Chaux De Fonds,day,Sonceboz Sombeval → la Chaux de Fonds,day
RE,Sonceboz Sombeval,St Imier,day,Sonceboz Sombeval → St Imier,day
RE,Biel Bienne,St Imier,day,Biel Bienne → St Imier,day
RE,Biel Bienne,Renan Be,day,Biel Bienne → Renan Be,day
RE,Neuchatel,La Chaux De Fonds,day,Neuchatel → la Chaux de Fonds,day
RE,Romont Fr,Fribourg Freiburg,day,Romont Fr → Fribourg Freiburg,day
RE,Aarau,Zurich Hb,day,Aarau → Zurich Hb,day
RE,Olten,Arth Goldau,day,Olten → Arth Goldau,day
RE,Arth Goldau,Aarau,day,Arth Goldau → Aarau,day
RE,Arth Goldau,Lenzburg,day,Arth Goldau → Lenzburg,day
RE,Delemont,Biel Bienne,day,Delemont → Biel Bienne,day
RE,Zurich Hb,Einsiedeln,day,Zurich Hb → Einsiedeln,day
RE,Rapperswil Sg,Chur,day,Rapperswil Sg → Chur,day
RE,Biel Bienne,Courgenay,day,Biel Bienne → Courgenay,day
RE,Zurich Hb,Pfaffikon Sz,day,Zurich Hb → Pfaffikon Sz,day
RE,Luzern,Wauwil,day,Luzern → Wauwil,day
RE,Olten,Emmenbrucke,day,Olten → Emmenbrucke,day
RE,Luzern,Zofingen,day,Luzern → Zofingen,day
RE,Luzern,Reiden,day,Luzern → Reiden,day
RE,Olten,Emmenbrucke Gersag,day,Olten → Emmenbrucke Gersag,day
RE,Luzern,Sursee,day,Luzern → Sursee,day
RE,Emmenbrucke,Aarburg Oftringen,day,Emmenbrucke → Aarburg Oftringen,day
RE,Olten,Rothenburg Station,day,Olten → Rothenburg Station,day
RE,Wettingen,Olten,day,Wettingen → Olten,day
RE,Olten,Baden,day,Olten → Baden,day
RE,Olten,Dietikon,day,Olten → Dietikon,day
RE,Olten,Neuenhof,day,Olten → Neuenhof,day
RE,Olten,Glanzenberg,day,Olten → Glanzenberg,day
RE,Aarau,Zurich Hardbrucke,day,Aarau → Zurich Hardbrucke,day
RE,Lenzburg,Zurich Hb,day,Lenzburg → Zurich Hb,day
RE,Lugano,Locarno,day,Lugano → Locarno,day
RE,Arth Goldau,Zug,day,Arth Goldau → Zug,day
EC,Frankfurt Main Hbf,Zurich Hb,day,Frankfurt Main → Zurich Hb,day
ICE,Freiburg Breisgau Hbf,Basel Sbb,day,Freiburg Breisgau → Basel Sbb,day
R,Porrentruy,Delle,day,Porrentruy → Delle,day
R,Delle,Bassecourt,day,Delle → Bassecourt,day
R,Porrentruy,Delemont,day,Porrentruy → Delemont,day
R,Delemont,Courtemaiche,day,Delemont → Courtemaiche,day
R,Bonfol,Porrentruy,day,Bonfol → Porrentruy,day
