route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,type
RE,Friedrichshafen Stadt,Lindau Reutin,night,Friedrichshafen Stadt → Lindau Reutin,CH,CH,20.53,night
RE,Friedrichshafen Stadt,Rheinfelden Baden,night,Friedrichshafen Stadt → Rheinfelden Baden,CH,CH,127.13,night
RB,Friedrichshafen Stadt,Salem,night,Friedrichshafen Stadt → Salem,CH,CH,17.6,night
RE,Friedrichshafen Stadt,Singen Hohentwiel,night,Friedrichshafen Stadt → Singen Hohentwiel,CH,CH,48.77,night
RE,Friedrichshafen Stadt,Ulm Hbf,night,Friedrichshafen Stadt → Ulm,CH,CH,91.19,night
RE,Waldshut,Friedrichshafen Stadt,night,Waldshut → Friedrichshafen Stadt,CH,CH,94.05,night
R,Spiez,Frutigen,night,Spiez → Frutigen,CH,CH,11.06,night
S21,Gais,Trogen,night,Gais → Trogen,CH,CH,5.21,night
S40,Mendrisio,Gallarate,night,Mendrisio → Gallarate,CH,CH,27.15,night
TER,Issoire,Gannat,night,Issoire → Gannat,CH,CH,61.61,night
TER,Gannat,Vic Le Comte,night,Gannat → Vic le Comte,CH,CH,48.05,night
S21,Gansbrunnen,Solothurn,night,Gansbrunnen → Solothurn,CH,CH,9.01,night
TER,Grenoble,Gap,night,Grenoble → Gap,CH,CH,75.65,night
TER,Gap,Romans Bourg De Peage,night,Gap → Romans Bourg de Peage,CH,CH,97.73,night
J,Gare D Argenteuil Gare Routiere,Gare D Ermont Eaubonne,night,D Argenteuil → D Ermont Eaubonne,FR,FR,3.87,night
J,Gare D Argenteuil Gare Routiere,Gare De Conflans Fin D Oise,night,D Argenteuil → de Conflans Fin D Oise,FR,FR,14.13,night
J,Gare D Argenteuil Gare Routiere,Gare De Pontoise Place Du General De Gaulle,night,D Argenteuil → de Pontoise Place du General de Gaulle,FR,FR,16.26,night
J,Gare D Argenteuil Gare Routiere,Gare Routiere Mantes La Ville Quai 21 31,night,D Argenteuil → Mantes la Ville Quai 21 31,FR,FR,40.63,night
J,Gare D Argenteuil Gare Routiere,Gare Saint Lazare,night,D Argenteuil → Saint Lazare,FR,FR,9.32,night
J,Pont De Levallois Becon Metro,Gare D Argenteuil Gare Routiere,night,Pont de Levallois Becon Metro → D Argenteuil,FR,FR,5.7,night
J,Gare D Argenteuil Gare Routiere,Rue De La Station Asnieres Sur Seine,night,D Argenteuil → Rue de la Station Asnieres Sur Seine,FR,FR,4.88,night
J,Gare D Argenteuil,Gare De Conflans Fin D Oise,night,D Argenteuil → de Conflans Fin D Oise,FR,FR,14.13,night
J,Gare D Argenteuil,Gare De Pontoise,night,D Argenteuil → de Pontoise,FR,FR,16.25,night
J,Gare D Argenteuil,Gare Routiere De Mantes La Ville Quai 21,night,D Argenteuil → de Mantes la Ville Quai 21,FR,FR,40.66,night
J,Rue De La Station Asnieres Sur Seine,Gare D Argenteuil,night,Rue de la Station Asnieres Sur Seine → D Argenteuil,FR,FR,4.87,night
C,Gare D Austerlitz,Massy Palaiseau,night,D Austerlitz → Massy Palaiseau,FR,FR,15.06,night
C,Pont De Rungis Aeroport D Orly,Gare D Austerlitz,night,Pont de Rungis Aeroport D Orly → D Austerlitz,FR,FR,10.23,night
C,Pontoise,Gare D Austerlitz,night,Pontoise → D Austerlitz,FR,FR,30.36,night
C,Gare D Austerlitz,Saint Martin D Etampes,night,D Austerlitz → Saint Martin D Etampes,FR,FR,48.73,night
C,Saint Quentin En Yvelines Montigny Le Bretonneux,Gare D Austerlitz,night,Saint Quentin En Yvelines Montigny le Bretonneux → D Austerlitz,FR,FR,24.38,night
H,Gare D Epinay Villetaneuse,Gare D Ermont Eaubonne,night,D Epinay Villetaneuse → D Ermont Eaubonne,FR,FR,4.89,night
H,Gare D Epinay Villetaneuse,Gare De Persan Beaumont,night,D Epinay Villetaneuse → de Persan Beaumont,FR,FR,21.44,night
H,Gare D Epinay Villetaneuse,Gare De Pontoise Place Du General De Gaulle,night,D Epinay Villetaneuse → de Pontoise Place du General de Gaulle,FR,FR,19.72,night
H,Gare D Epinay Villetaneuse,Persan Beaumont,night,D Epinay Villetaneuse → Persan Beaumont,FR,FR,21.4,night
H,Gare D Ermont Eaubonne,Gare De L Est Parvis,night,D Ermont Eaubonne → de L Est Parvis,FR,FR,13.17,night
H,Gare D Ermont Eaubonne,Gare De Pontoise Place Du General De Gaulle,night,D Ermont Eaubonne → de Pontoise Place du General de Gaulle,FR,FR,14.81,night
J,Gare D Ermont Eaubonne,Gare Saint Lazare,night,D Ermont Eaubonne → Saint Lazare,FR,FR,12.27,night
J,Pont De Levallois Becon Metro,Gare D Ermont Eaubonne,night,Pont de Levallois Becon Metro → D Ermont Eaubonne,FR,FR,9.22,night
J,Rue De La Station Asnieres Sur Seine,Gare D Ermont Eaubonne,night,Rue de la Station Asnieres Sur Seine → D Ermont Eaubonne,FR,FR,8.23,night
P,Gare De L Est Parvis,Gare D Esbly,night,de L Est Parvis → D Esbly,FR,FR,33.32,night
C,Gare De Saint Martin D Etampes,Gare D Etampes,night,de Saint Martin D Etampes → D Etampes,FR,FR,1.47,night
J,Gare D Issou Porcheville,Gare Routiere Mantes La Ville Quai 21 31,night,D Issou Porcheville → Mantes la Ville Quai 21 31,FR,FR,5.97,night
D,Gare De Creil,Gare D Orry La Ville Coye,night,de Creil → D Orry la Ville Coye,FR,FR,14.0,night
D,Gare D Orry La Ville Coye,Stade De France Saint Denis,night,D Orry la Ville Coye → Stade de France Saint Denis,FR,FR,26.49,night
B,Gare De Blanc Mesnil,Gare De L Est Parvis,night,de Blanc Mesnil → de L Est Parvis,FR,FR,10.77,night
B,Gare Du Nord La Fayette Dunkerque,Gare De Blanc Mesnil,night,du Nord la Fayette Dunkerque → de Blanc Mesnil,FR,FR,10.7,night
B,La Fayette Dunkerque Saint Quentin Gare Du Nord,Gare De Blanc Mesnil,night,la Fayette Dunkerque Saint Quentin du Nord → de Blanc Mesnil,FR,FR,10.65,night
B,La Plaine Stade De France,Gare De Blanc Mesnil,night,la Plaine Stade de France → de Blanc Mesnil,FR,FR,8.64,night
C,Gare De Bretigny Place,Gare De Dourdan,night,de Bretigny Place → de Dourdan,FR,FR,23.13,night
C,Gare De Juvisy Gare Routiere Condorcet,Gare De Bretigny Place,night,de Juvisy Condorcet → de Bretigny Place,FR,FR,10.83,night
A,Gare De Cergy Le Haut,Gare Saint Lazare,night,de Cergy le Haut → Saint Lazare,FR,FR,29.92,night
A,Gare De Cergy Le Haut,Nanterre Universite Rer,night,de Cergy le Haut → Nanterre Universite Rer,FR,FR,22.06,night
P,Gare De Chateau Thierry,Gare De L Est Parvis,night,de Chateau Thierry → de L Est Parvis,FR,FR,78.85,night
P,Gare De Meaux,Gare De Chateau Thierry,night,de Meaux → de Chateau Thierry,FR,FR,40.09,night
E,Gare De Chelles Gournay,Gare De L Est Parvis,night,de Chelles Gournay → de L Est Parvis,FR,FR,16.54,night
P,Gare De Chelles Gournay,Gare De Meaux,night,de Chelles Gournay → de Meaux,FR,FR,23.05,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Combs La Ville Quincy,night,de Lyon Charolais Hall 2 Voie 23 → de Combs la Ville Quincy,FR,FR,23.25,night
D,Gare De Combs La Ville Quincy,Gare De Lyon Van Gogh,night,de Combs la Ville Quincy → de Lyon Van Gogh,FR,FR,23.51,night
J,Gare De Conflans Fin D Oise,Gare Saint Lazare,night,de Conflans Fin D Oise → Saint Lazare,FR,FR,22.26,night
D,Gare De Juvisy Gare Routiere Condorcet,Gare De Corbeil Essonnes Rue Emile Zola,night,de Juvisy Condorcet → de Corbeil Essonnes Rue Emile Zola,FR,FR,10.62,night
D,Gare De Corbeil Essonnes Rue Emile Zola,Gare De Lyon Van Gogh,night,de Corbeil Essonnes Rue Emile Zola → de Lyon Van Gogh,FR,FR,26.71,night
D,Gare De Corbeil Essonnes Rue Emile Zola,Gare De Melun,night,de Corbeil Essonnes Rue Emile Zola → de Melun,FR,FR,16.52,night
D,Gare De Corbeil Essonnes Rue Emile Zola,Malesherbes Rue De La Gare,night,de Corbeil Essonnes Rue Emile Zola → Malesherbes Rue de la,FR,FR,35.97,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Corbeil Essonnes Zola,night,de Lyon Charolais Hall 2 Voie 23 → de Corbeil Essonnes Zola,FR,FR,26.54,night
D,Gare De Corbeil Essonnes Zola,Gare De Lyon Van Gogh,night,de Corbeil Essonnes Zola → de Lyon Van Gogh,FR,FR,26.76,night
D,Juvisy Gare Routiere Mairie,Gare De Corbeil Essonnes Zola,night,Juvisy Mairie → de Corbeil Essonnes Zola,FR,FR,10.82,night
P,Gare De Coulommiers,Gare De L Est,night,de Coulommiers → de L Est,FR,FR,53.62,night
P,Gare De L Est Parvis,Gare De Coulommiers,night,de L Est Parvis → de Coulommiers,FR,FR,53.55,night
D,Gare De Goussainville,Gare De Creil,night,de Goussainville → de Creil,FR,FR,26.71,night
D,Gare De Creil,La Fayette Dunkerque Saint Quentin Gare Du Nord,night,de Creil → la Fayette Dunkerque Saint Quentin du Nord,FR,FR,43.56,night
D,Stade De France Saint Denis,Gare De Creil,night,Stade de France Saint Denis → de Creil,FR,FR,39.39,night
K,Gare De Crepy En Valois,Gare De Mitry Claye,night,de Crepy En Valois → de Mitry Claye,FR,FR,33.52,night
K,Gare De Crepy En Valois,La Fayette Dunkerque Saint Quentin Gare Du Nord,night,de Crepy En Valois → la Fayette Dunkerque Saint Quentin du Nord,FR,FR,55.0,night
C,Gare Place,Gare De Dourdan,night,Place → de Dourdan,FR,FR,23.16,night
C,Paris Austerlitz,Gare De Dourdan,night,Paris Austerlitz → de Dourdan,FR,FR,43.24,night
D,La Fayette Dunkerque Saint Quentin Gare Du Nord,Gare De Goussainville,night,la Fayette Dunkerque Saint Quentin du Nord → de Goussainville,FR,FR,17.85,night
D,Stade De France Saint Denis,Gare De Goussainville,night,Stade de France Saint Denis → de Goussainville,FR,FR,14.24,night
D,Gare De Juvisy Gare Routiere Condorcet,Gare De Lyon Van Gogh,night,de Juvisy Condorcet → de Lyon Van Gogh,FR,FR,17.37,night
C,Paris Austerlitz,Gare De Juvisy Gare Routiere Condorcet,night,Paris Austerlitz → de Juvisy Condorcet,FR,FR,17.04,night
P,Gare De L Est Parvis,Gare De Lagny Thorigny,night,de L Est Parvis → de Lagny Thorigny,FR,FR,25.42,night
P,Gare De Meaux,Gare De L Est Parvis,night,de Meaux → de L Est Parvis,FR,FR,38.76,night
B,Gare De Mitry Claye,Gare De L Est Parvis,night,de Mitry Claye → de L Est Parvis,FR,FR,23.58,night
H,Gare De Pontoise Place Du General De Gaulle,Gare De L Est Parvis,night,de Pontoise Place du General de Gaulle → de L Est Parvis,FR,FR,26.97,night
P,Gare De Provins,Gare De L Est Parvis,night,de Provins → de L Est Parvis,FR,FR,77.92,night
E,Gare De Tournan Rue Geores Clemenceau,Gare De L Est Parvis,night,de Tournan Rue Geores Clemenceau → de L Est Parvis,FR,FR,33.09,night
B,La Fayette Dunkerque Saint Quentin Gare Du Nord,Gare De L Est Parvis,night,la Fayette Dunkerque Saint Quentin du Nord → de L Est Parvis,FR,FR,0.42,night
B,Gare Du Blanc Mesnil,Gare De L Est,night,du Blanc Mesnil → de L Est,FR,FR,10.82,night
B,Gare Du Nord,Gare De L Est,night,du Nord → de L Est,FR,FR,0.58,night
P,Gare Sncf Quai 4,Gare De L Est,night,Sncf Quai 4 → de L Est,FR,FR,77.99,night
P,La Ferte Milon,Gare De L Est,night,la Ferte Milon → de L Est,FR,FR,64.76,night
TER,Gare De L Est,Longueville,night,de L Est → Longueville,FR,FR,76.88,night
P,Meaux,Gare De L Est,night,Meaux → de L Est,FR,FR,38.48,night
B,Mitry Claye,Gare De L Est,night,Mitry Claye → de L Est,FR,FR,23.6,night
E,Gare De L Est,Nogent Le Perreux,night,de L Est → Nogent le Perreux,FR,FR,10.68,night
P,Provins,Gare De L Est,night,Provins → de L Est,FR,FR,77.89,night
B,Roissypole Aeroport Cdg1 B1,Gare De L Est,night,Roissypole Aeroport Cdg1 B1 → de L Est,FR,FR,21.0,night
E,Tournan,Gare De L Est,night,Tournan → de L Est,FR,FR,33.04,night
E,Villiers Sur Marne Le Plessis Trevise,Gare De L Est,night,Villiers Sur Marne le Plessis Trevise → de L Est,FR,FR,14.69,night
L,Gare De La Celle Saint Cloud,Gare De Saint Cloud,night,de la Celle Saint Cloud → de Saint Cloud,FR,FR,5.78,night
P,Gare De Meaux,Gare De La Ferte Milon,night,de Meaux → de la Ferte Milon,FR,FR,30.62,night
L,Gare De La Garenne Colombes,Nanterre Universite Rer,night,de la Garenne Colombes → Nanterre Universite Rer,FR,FR,1.99,night
N,Gare De La Verriere Gare Routiere,Gare De Rambouillet Prud Homme,night,de la Verriere → de Rambouillet Prud Homme,FR,FR,15.0,night
U,Gare De La Verriere Gare Routiere,Gare De Trappes,night,de la Verriere → de Trappes,FR,FR,5.03,night
U,Gare De La Verriere Gare Routiere,La Defense Calder Miro,night,de la Verriere → la Defense Calder Miro,FR,FR,26.36,night
P,Verdun Paris Est,Gare De Lagny Thorigny,night,Verdun Paris Est → de Lagny Thorigny,FR,FR,25.19,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Lieusaint Moissy,night,de Lyon Charolais Hall 2 Voie 23 → de Lieusaint Moissy,FR,FR,27.77,night
D,Gare De Lieusaint Moissy,Gare De Lyon Van Gogh,night,de Lieusaint Moissy → de Lyon Van Gogh,FR,FR,28.06,night
D,Gare De Vigneux Sur Seine,Gare De Lieusaint Moissy,night,de Vigneux Sur Seine → de Lieusaint Moissy,FR,FR,14.37,night
H,Gare De Luzarches,Gare De Montsoult Maffliers,night,de Luzarches → de Montsoult Maffliers,FR,FR,9.16,night
R,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Montereau Quai 11,night,de Lyon Charolais Hall 2 Voie 23 → de Montereau Quai 11,FR,FR,66.27,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Montgeron Crosne,night,de Lyon Charolais Hall 2 Voie 23 → de Montgeron Crosne,FR,FR,16.36,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Gare De Villeneuve Saint Georges,night,de Lyon Charolais Hall 2 Voie 23 → de Villeneuve Saint Georges,FR,FR,13.67,night
R,Gare De Lyon Charolais Hall 2 Voie 23,Gare Moret Veneux Les Sablons,night,de Lyon Charolais Hall 2 Voie 23 → Moret Veneux les Sablons,FR,FR,60.41,night
D,Gare De Lyon Charolais Hall 2 Voie 23,Juvisy Gare Routiere Mairie,night,de Lyon Charolais Hall 2 Voie 23 → Juvisy Mairie,FR,FR,17.0,night
R,Gare De Lyon Charolais Hall 2 Voie 23,Melun,night,de Lyon Charolais Hall 2 Voie 23 → Melun,FR,FR,40.65,night
R,Gare De Lyon Charolais Hall 2 Voie 23,Montargis,night,de Lyon Charolais Hall 2 Voie 23 → Montargis,FR,FR,96.91,night
D,Gare De Melun,Gare De Lyon Van Gogh,night,de Melun → de Lyon Van Gogh,FR,FR,40.89,night
R,Gare De Montargis,Gare De Lyon Van Gogh,night,de Montargis → de Lyon Van Gogh,FR,FR,97.08,night
R,Gare De Montereau Quai 11,Gare De Lyon Van Gogh,night,de Montereau Quai 11 → de Lyon Van Gogh,FR,FR,66.62,night
D,Gare De Lyon Van Gogh,Gare De Montgeron,night,de Lyon Van Gogh → de Montgeron,FR,FR,16.59,night
R,Gare De Lyon Van Gogh,Gare De Moret Veneux Les Sablons,night,de Lyon Van Gogh → de Moret Veneux les Sablons,FR,FR,60.66,night
D,Gare De Lyon Van Gogh,Gare De Villeneuve Saint Georges,night,de Lyon Van Gogh → de Villeneuve Saint Georges,FR,FR,13.82,night
R,Gare De Lyon Van Gogh,Gare Montereau,night,de Lyon Van Gogh → Montereau,FR,FR,66.54,night
D,Juvisy Gare Routiere Mairie,Gare De Lyon Van Gogh,night,Juvisy Mairie → de Lyon Van Gogh,FR,FR,17.12,night
D,Melun,Gare De Lyon Van Gogh,night,Melun → de Lyon Van Gogh,FR,FR,40.96,night
R,Montargis,Gare De Lyon Van Gogh,night,Montargis → de Lyon Van Gogh,FR,FR,97.13,night
D,Goussainville,Gare De Lyon,night,Goussainville → de Lyon,FR,FR,20.98,night
D,Gare De Lyon,Juvisy,night,de Lyon → Juvisy,FR,FR,17.1,night
TER,Gare De Lyon,Laroche Migennes,night,de Lyon → Laroche Migennes,FR,FR,129.07,night
D,Malesherbes,Gare De Lyon,night,Malesherbes → de Lyon,FR,FR,61.16,night
D,Melun,Gare De Lyon,night,Melun → de Lyon,FR,FR,40.64,night
R,Gare De Lyon,Montargis,night,de Lyon → Montargis,FR,FR,96.89,night
R,Gare De Lyon,Montereau,night,de Lyon → Montereau,FR,FR,66.27,night
D,Gare De Lyon,Stade De France Saint Denis,night,de Lyon → Stade de France Saint Denis,FR,FR,8.48,night
D,Gare De Lyon,Villiers Le Bel Gonesse Arnouville,night,de Lyon → Villiers le Bel Gonesse Arnouville,FR,FR,16.97,night
L,Pont Cardinet,Gare De Maisons Laffitte,night,Pont Cardinet → de Maisons Laffitte,FR,FR,14.02,night
L,Gare De Marly Le Roi Beque,Gare Saint Lazare,night,de Marly le Roi Beque → Saint Lazare,FR,FR,16.7,night
L,Gare De Marly Le Roi Beque,La Defense Calder Miro,night,de Marly le Roi Beque → la Defense Calder Miro,FR,FR,10.6,night
L,Gare De Saint Cloud,Gare De Marly Le Roi Parvis,night,de Saint Cloud → de Marly le Roi Parvis,FR,FR,9.25,night
L,Gare De Marly Le Roi Parvis,Gare Saint Lazare,night,de Marly le Roi Parvis → Saint Lazare,FR,FR,16.77,night
L,La Defense Calder Miro,Gare De Marly Le Roi Parvis,night,la Defense Calder Miro → de Marly le Roi Parvis,FR,FR,10.7,night
C,Gare De Massy Verrieres,Gare De Thiais Orly Pont De Rungis,night,de Massy Verrieres → de Thiais Orly Pont de Rungis,FR,FR,7.27,night
P,Val D Europe,Gare De Meaux Quai A,night,Val D Europe → de Meaux Quai A,FR,FR,13.47,night
P,Gare De Meaux Quai A,Verdun Paris Est,night,de Meaux Quai A → Verdun Paris Est,FR,FR,38.53,night
P,Gare De Val D Europe,Gare De Meaux,night,de Val D Europe → de Meaux,FR,FR,13.49,night
D,Gare De Melun,Gare De Vigneux Sur Seine,night,de Melun → de Vigneux Sur Seine,FR,FR,26.72,night
R,Gare De Melun,Gare Montereau,night,de Melun → Montereau,FR,FR,26.83,night
B,Gare De Sevran Livry Sud,Gare De Mitry Claye,night,de Sevran Livry Sud → de Mitry Claye,FR,FR,9.12,night
B,La Fayette Dunkerque Saint Quentin Gare Du Nord,Gare De Mitry Claye,night,la Fayette Dunkerque Saint Quentin du Nord → de Mitry Claye,FR,FR,23.51,night
K,Gare De Mitry Claye,Maison Des Associations Compans,night,de Mitry Claye → Maison des Associations Compans,FR,FR,2.43,night
B,Gare De Mitry Claye,Stade De France Saint Denis,night,de Mitry Claye → Stade de France Saint Denis,FR,FR,22.13,night
R,Gare De Moret Veneux Les Sablons,Gare De Montargis,night,de Moret Veneux les Sablons → de Montargis,FR,FR,41.45,night
E,Gare De Nogent Le Perreux,Gare De Roissy En Brie,night,de Nogent le Perreux → de Roissy En Brie,FR,FR,12.34,night
E,Gare De Nogent Le Perreux,Gare De Tournan Rue Geores Clemenceau,night,de Nogent le Perreux → de Tournan Rue Geores Clemenceau,FR,FR,22.3,night
E,Villiers Sur Marne Le Plessis Trevise Rer,Gare De Nogent Le Perreux,night,Villiers Sur Marne le Plessis Trevise Rer → de Nogent le Perreux,FR,FR,3.95,night
E,Gare De Noisy Le Grand Mont D Est,Gare De Tournan Rue Geores Clemenceau,night,de Noisy le Grand Mont D Est → de Tournan Rue Geores Clemenceau,FR,FR,18.9,night
N,Gare De Plaisir Grignon,Gare Routiere Mantes La Ville Quai 21 31,night,de Plaisir Grignon → Mantes la Ville Quai 21 31,FR,FR,24.63,night
J,Gare De Pontoise Place Du General De Gaulle,Gare Saint Lazare,night,de Pontoise Place du General de Gaulle → Saint Lazare,FR,FR,25.41,night
J,Place Coutisson,Gare De Pontoise Place Du General De Gaulle,night,Place Coutisson → de Pontoise Place du General de Gaulle,FR,FR,5.64,night
J,Pont De Levallois Becon Metro,Gare De Pontoise Place Du General De Gaulle,night,Pont de Levallois Becon Metro → de Pontoise Place du General de Gaulle,FR,FR,21.4,night
J,Rue De La Station Asnieres Sur Seine,Gare De Pontoise Place Du General De Gaulle,night,Rue de la Station Asnieres Sur Seine → de Pontoise Place du General de Gaulle,FR,FR,20.89,night
J,Rue De La Station Asnieres Sur Seine,Gare De Pontoise,night,Rue de la Station Asnieres Sur Seine → de Pontoise,FR,FR,20.86,night
P,Gare De Torcy,Gare De Provins,night,de Torcy → de Provins,FR,FR,57.01,night
N,Gare De Rambouillet Prud Homme,Gare Montparnasse,night,de Rambouillet Prud Homme → Montparnasse,FR,FR,42.02,night
N,Gare Routiere De Versailles Chantiers,Gare De Rambouillet Prud Homme,night,de Versailles Chantiers → de Rambouillet Prud Homme,FR,FR,27.89,night
N,La Verriere Gare Quai B,Gare De Rambouillet Prud Homme,night,la Verriere Quai B → de Rambouillet Prud Homme,FR,FR,15.02,night
E,Nogent Le Perreux,Gare De Roissy En Brie,night,Nogent le Perreux → de Roissy En Brie,FR,FR,12.35,night
L,Gare De Saint Cloud,Gare De Versailles Rive Droite,night,de Saint Cloud → de Versailles Rive Droite,FR,FR,7.24,night
L,Gare De Saint Cloud,La Defense Calder Miro,night,de Saint Cloud → la Defense Calder Miro,FR,FR,5.29,night
C,Paris Austerlitz,Gare De Saint Martin D Etampes,night,Paris Austerlitz → de Saint Martin D Etampes,FR,FR,48.83,night
J,Gare De Sartrouville,Gare Des Mureaux,night,de Sartrouville → des Mureaux,FR,FR,18.94,night
J,Gare De Sartrouville,Gare Des Mureaux A1,night,de Sartrouville → des Mureaux A1,FR,FR,18.94,night
J,Gare De Sartrouville,Gare Routiere De Mantes La Ville Quai 21,night,de Sartrouville → de Mantes la Ville Quai 21,FR,FR,33.64,night
J,Gare Routiere Mantes La Ville Quai 21 31,Gare De Sartrouville,night,Mantes la Ville Quai 21 31 → de Sartrouville,FR,FR,33.57,night
A,Gare De Sartrouville,Gare Routiere Sud,night,de Sartrouville → Sud,FR,FR,8.47,night
L,Gare Saint Lazare,Gare De Sartrouville,night,Saint Lazare → de Sartrouville,FR,FR,14.07,night
L,Pont Cardinet,Gare De Sartrouville,night,Pont Cardinet → de Sartrouville,FR,FR,12.68,night
B,Gare De Sevran Beaudottes,Roissypole Aeroport Cdg1 B3,night,de Sevran Beaudottes → Roissypole Aeroport Cdg1 B3,FR,FR,7.47,night
B,Gare De Sevran Livry Sud,Mitry Claye,night,de Sevran Livry Sud → Mitry Claye,FR,FR,9.0,night
P,Gare De Torcy,Gare Sncf Quai 4,night,de Torcy → Sncf Quai 4,FR,FR,56.97,night
E,Gare De Tournan Rue Geores Clemenceau,Gare De Val De Fontenay,night,de Tournan Rue Geores Clemenceau → de Val de Fontenay,FR,FR,23.63,night
E,Nogent Le Perreux,Gare De Tournan,night,Nogent le Perreux → de Tournan,FR,FR,22.3,night
E,Noisy Le Grand Mont D Est Rer Quai 3,Gare De Tournan,night,Noisy le Grand Mont D Est Rer Quai 3 → de Tournan,FR,FR,18.87,night
E,Gare De Tournan,Val De Fontenay Rer,night,de Tournan → Val de Fontenay Rer,FR,FR,23.6,night
E,Gare De Tournan,Verdun Paris Est,night,de Tournan → Verdun Paris Est,FR,FR,32.94,night
L,Gare De Versailles Rive Droite,Gare Saint Lazare,night,de Versailles Rive Droite → Saint Lazare,FR,FR,15.81,night
L,La Defense Calder Miro,Gare De Versailles Rive Droite,night,la Defense Calder Miro → de Versailles Rive Droite,FR,FR,11.87,night
D,Gare De Villiers Le Bel Gonesse Arnouville,Stade De France Saint Denis,night,de Villiers le Bel Gonesse Arnouville → Stade de France Saint Denis,FR,FR,9.63,night
J,Gare Des Mureaux,Gare Routiere Mantes La Ville Quai 21 31,night,des Mureaux → Mantes la Ville Quai 21 31,FR,FR,15.2,night
D,Gare Du Nord,Goussainville,night,du Nord → Goussainville,FR,FR,17.64,night
D,Gare Du Nord,Juvisy,night,du Nord → Juvisy,FR,FR,21.5,night
H,Luzarches,Gare Du Nord,night,Luzarches → du Nord,FR,FR,26.51,night
B,Massy Palaiseau,Gare Du Nord,night,Massy Palaiseau → du Nord,FR,FR,18.85,night
B,Gare Du Nord,Mitry Claye,night,du Nord → Mitry Claye,FR,FR,23.3,night
H,Montsoult Maffliers,Gare Du Nord,night,Montsoult Maffliers → du Nord,FR,FR,20.59,night
D,Orry La Ville Coye,Gare Du Nord,night,Orry la Ville Coye → du Nord,FR,FR,30.09,night
H,Persan Beaumont,Gare Du Nord,night,Persan Beaumont → du Nord,FR,FR,30.05,night
H,Pontoise,Gare Du Nord,night,Pontoise → du Nord,FR,FR,26.4,night
B,Gare Du Nord,Robinson,night,du Nord → Robinson,FR,FR,12.62,night
B,Gare Du Nord,Roissypole Aeroport Cdg1 B3,night,du Nord → Roissypole Aeroport Cdg1 B3,FR,FR,20.55,night
H,Saint Leu La Foret,Gare Du Nord,night,Saint Leu la Foret → du Nord,FR,FR,16.96,night
B,Gare Du Nord,Saint Remy Les Chevreuse,night,du Nord → Saint Remy les Chevreuse,FR,FR,28.91,night
H,Sarcelles Saint Brice,Gare Du Nord,night,Sarcelles Saint Brice → du Nord,FR,FR,12.7,night
D,Gare Du Nord,Stade De France Saint Denis,night,du Nord → Stade de France Saint Denis,FR,FR,3.96,night
H,Valmondois,Gare Du Nord,night,Valmondois → du Nord,FR,FR,25.8,night
N,Gare Montparnasse,Gare Routiere De Versailles Chantiers,night,Montparnasse → de Versailles Chantiers,FR,FR,14.53,night
N,Gare Montparnasse,Gare Routiere De Versailles Chantiers Quai I,night,Montparnasse → de Versailles Chantiers Quai I,FR,FR,14.35,night
N,Gare Montparnasse,La Verriere,night,Montparnasse → la Verriere,FR,FR,28.87,night
N,Mantes La Jolie,Gare Montparnasse,night,Mantes la Jolie → Montparnasse,FR,FR,47.8,night
N,Plaisir Grignon,Gare Montparnasse,night,Plaisir Grignon → Montparnasse,FR,FR,27.3,night
N,Rambouillet,Gare Montparnasse,night,Rambouillet → Montparnasse,FR,FR,41.58,night
N,Gare Montparnasse,Saint Quentin En Yvelines Montigny Le Bretonneux,night,Montparnasse → Saint Quentin En Yvelines Montigny le Bretonneux,FR,FR,20.69,night
N,Versailles Chantiers,Gare Montparnasse,night,Versailles Chantiers → Montparnasse,FR,FR,14.13,night
R,Gare Moret Veneux Les Sablons,Montargis,night,Moret Veneux les Sablons → Montargis,FR,FR,41.44,night
J,Gare Routiere De Mantes La Ville Quai 21,Gare Saint Lazare,night,de Mantes la Ville Quai 21 → Saint Lazare,FR,FR,47.13,night
J,Place Coutisson,Gare Routiere De Mantes La Ville Quai 21,night,Place Coutisson → de Mantes la Ville Quai 21,FR,FR,28.72,night
J,Gare Routiere Mantes La Ville Quai 21 31,Gare Saint Lazare,night,Mantes la Ville Quai 21 31 → Saint Lazare,FR,FR,47.07,night
J,Place Coutisson,Gare Routiere Mantes La Ville Quai 21 31,night,Place Coutisson → Mantes la Ville Quai 21 31,FR,FR,28.69,night
A,Gare Routiere Sud,Gare Saint Lazare,night,Sud → Saint Lazare,FR,FR,21.71,night
A,Nanterre Universite Rer,Gare Routiere Sud,night,Nanterre Universite Rer → Sud,FR,FR,13.05,night
J,Gare Saint Lazare,Gisors,night,Saint Lazare → Gisors,FR,FR,60.03,night
J,Gare Saint Lazare,Issou Porcheville,night,Saint Lazare → Issou Porcheville,FR,FR,41.08,night
L,La Defense,Gare Saint Lazare,night,la Defense → Saint Lazare,FR,FR,6.5,night
