route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km
S31,munchenbuchsee,wabern bei bern,day,Munchenbuchsee → Wabern Bei Bern,CH,CH,10.32
S3,munchenstein,delemont,day,Munchenstein → Delemont,CH,CH,26.23
661A,munich,paris est,day,Munich → Paris Est,FR,FR,682.27
TER,munster,colmar,day,Munster → Colmar,CH,CH,16.25
C5,muret,toulouse matabiau,day,Muret → Toulouse Matabiau,FR,FR,19.32
S26,muri ag,lenzburg,day,Muri Ag → Lenzburg,CH,CH,18.03
S26,muri ag,olten,day,Muri Ag → Olten,CH,CH,33.63
S42,muri ag,zurich hb,day,Muri Ag → Zurich Hb,CH,CH,18.86
R,murren blm,grutschalp,day,Murren Blm → Grutschalp,CH,CH,3.64
R,murten morat,allaman,day,Murten Morat → Allaman,CH,CH,74.01
R,murten morat,lausanne,day,Murten Morat → Lausanne,CH,CH,58.63
R,murten morat,palezieux,day,Murten Morat → Palezieux,CH,CH,47.5
F32,mussidan,niversac,day,Mussidan → Niversac,FR,FR,37.48
F32,mussidan,perigueux,day,Mussidan → Perigueux,FR,FR,32.57
S25,nafels mollis,linthal,day,Nafels Mollis → Linthal,CH,CH,20.02
P27,najac,najac,day,Najac → Najac,FR,FR,0.0
C40+,nancy,bettembourg,day,Nancy → Bettembourg,FR,FR,92.03
C46+,nancy,commercy,day,Nancy → Commercy,FR,FR,43.8
TER,nancy,commercy,day,Nancy → Commercy,CH,CH,43.76
P47,nancy,conflans jarny,day,Nancy → Conflans Jarny,FR,FR,57.5
TER,nancy,conflans jarny,day,Nancy → Conflans Jarny,CH,CH,57.53
P851,nancy,contrexeville centre,day,Nancy → Contrexeville Centre,FR,FR,59.9
K45,nancy,culmont chalindrey,day,Nancy → Culmont Chalindrey,FR,FR,111.8
TER,nancy,dijon,day,Nancy → Dijon,CH,CH,174.34
C46+,nancy,epernay,day,Nancy → Epernay,FR,FR,166.77
TER,nancy,epernay,day,Nancy → Epernay,CH,CH,166.72
C43+,nancy,epinal,day,Nancy → Epinal,FR,FR,60.23
P47,nancy,longuyon,day,Nancy → Longuyon,FR,FR,93.62
TER,nancy,longwy,day,Nancy → Longwy,CH,CH,96.18
TER,nancy,luneville,day,Nancy → Luneville,CH,CH,26.3
C40+,nancy,luxembourg,day,Nancy → Luxembourg,FR,FR,101.21
INCONNU,nancy,lyon part dieu,day,Nancy → Lyon Part Dieu,FR,FR,340.51
INCONNU,nancy,lyon perrache,day,Nancy → Lyon Perrache,FR,FR,342.54
071A,nancy,marseille saint charles,day,Nancy → Marseille Saint Charles,FR,FR,602.15
C50+,nancy,metz,day,Nancy → Metz,FR,FR,46.66
TER,nancy,metz ville,day,Nancy → Metz Ville,CH,CH,46.66
P45,nancy,neufchateau lycee professionnel,day,Nancy → Neufchateau Lycee Professionnel,FR,FR,50.49
805A,nancy,paris est,day,Nancy → Paris Est,FR,FR,280.34
TER,nancy,pont saint vincent,day,Nancy → Pont Saint Vincent,CH,CH,11.02
C46+,nancy,reims,day,Nancy → Reims,FR,FR,169.27
TER,nancy,reims,day,Nancy → Reims,CH,CH,169.21
C43+,nancy,remiremont,day,Nancy → Remiremont,FR,FR,81.19
C42+,nancy,saint die des vosges,day,Nancy → Saint Die des Vosges,FR,FR,72.87
K31,nancy,sarrebourg,day,Nancy → Sarrebourg,FR,FR,64.66
C46+,nancy,toul,day,Nancy → Toul,FR,FR,21.62
TER,nancy,toul,day,Nancy → Toul,CH,CH,21.56
P48,nancy,verdun,day,Nancy → Verdun,FR,FR,78.54
TER,nancy,verdun,day,Nancy → Verdun,CH,CH,78.55
K850,nancy,vittel,day,Nancy → Vittel,FR,FR,56.84
003B,nantes,aeroport charles de gaulle 2 tgv,day,Nantes → Aeroport Charles de Gaulle 2 Tgv,FR,FR,364.19
C4,nantes,ancenis bis,day,Nantes → Ancenis Bis,FR,FR,32.25
591A,nantes,bordeaux saint jean,day,Nantes → Bordeaux Saint Jean,FR,FR,276.6
081G,nantes,bourg saint maurice,day,Nantes → Bourg Saint Maurice,FR,FR,661.23
TGV,nantes,bourg saint maurice,day,Nantes → Bourg Saint Maurice,CH,CH,661.21
C7,nantes,chateaubriant tram train,day,Nantes → Chateaubriant Tram Train,FR,FR,57.04
C6,nantes,clisson,day,Nantes → Clisson,FR,FR,24.25
081G,nantes,grenoble,day,Nantes → Grenoble,FR,FR,601.88
K4,nantes,laval,day,Nantes → Laval,FR,FR,111.99
081B,nantes,lyon part dieu,day,Nantes → Lyon Part Dieu,FR,FR,515.98
TGV,nantes,lyon part dieu,day,Nantes → Lyon Part Dieu,CH,CH,515.97
121A,nantes,lyon perrache,day,Nantes → Lyon Perrache,FR,FR,514.01
IC,nantes,lyon perrache,day,Nantes → Lyon Perrache,CH,CH,513.93
081B,nantes,marseille saint charles,day,Nantes → Marseille Saint Charles,FR,FR,694.56
TGV,nantes,marseille saint charles,day,Nantes → Marseille Saint Charles,CH,CH,694.51
081B,nantes,montpellier sud de france,day,Nantes → Montpellier Sud de France,FR,FR,586.52
TGV,nantes,montpellier sud de france,day,Nantes → Montpellier Sud de France,CH,CH,586.46
K1,nantes,orleans,day,Nantes → Orleans,FR,FR,269.71
411C,nantes,paris montparnasse hall 1 2,day,Nantes → Paris Montparnasse Hall 1 2,FR,FR,339.2
K4,nantes,rennes,day,Nantes → Rennes,FR,FR,99.01
081G,nantes,saint gervais les bains le fayet,day,Nantes → Saint Gervais les Bains le Fayet,FR,FR,646.55
P2,nantes,saint nazaire,day,Nantes → Saint Nazaire,FR,FR,51.07
C11,nantes,sainte pazanne,day,Nantes → Sainte Pazanne,FR,FR,24.02
TGV,nantes,st gervais les bains le fayet,day,Nantes → St Gervais les Bains le Fayet,CH,CH,646.48
061A,nantes,strasbourg,day,Nantes → Strasbourg,FR,FR,707.53
TGV,nantes,strasbourg,day,Nantes → Strasbourg,CH,CH,707.59
P1,nantes,tours,day,Nantes → Tours,FR,FR,169.6
C8,narbonne,avignon centre,day,Narbonne → Avignon Centre,FR,FR,167.33
C3,narbonne,carcassonne,day,Narbonne → Carcassonne,FR,FR,53.08
C9,narbonne,lunel,day,Narbonne → Lunel,FR,FR,105.88
K9,narbonne,marseille saint charles,day,Narbonne → Marseille Saint Charles,FR,FR,192.74
K8,narbonne,portbou,day,Narbonne → Portbou,FR,FR,86.07
S2,nesslau neu st johann,altstatten sg,day,Nesslau Neu St Johann → Altstatten Sg,CH,CH,31.64
S2,nesslau neu st johann,st margrethen sg,day,Nesslau Neu St Johann → St Margrethen Sg,CH,CH,41.67
RE,neuchatel,bern,day,Neuchatel → Bern,CH,CH,38.57
EXT,neuchatel,biel bienne,day,Neuchatel → Biel Bienne,CH,CH,27.76
R,neuchatel,buttes,day,Neuchatel → Buttes,CH,CH,31.44
R,neuchatel,corcelles peseux,day,Neuchatel → Corcelles Peseux,CH,CH,4.21
P38,neuchatel,frasne,day,Neuchatel → Frasne,FR,FR,61.07
S21,neuchatel,givisiez,day,Neuchatel → Givisiez,CH,CH,24.86
RE,neuchatel,la chaux de fonds,day,Neuchatel → la Chaux de Fonds,CH,CH,14.03
EXT,neuchatel,lausanne,day,Neuchatel → Lausanne,CH,CH,58.25
S21,neuchatel,sugiez,day,Neuchatel → Sugiez,CH,CH,14.4
R,neuchatel,yverdon les bains,day,Neuchatel → Yverdon les Bains,CH,CH,32.78
RB,neuenburg baden,freiburg breisgau hbf,day,Neuenburg Baden → Freiburg Breisgau,CH,CH,29.32
RB,neuenburg baden,mullheim im markgraflerland,day,Neuenburg Baden → Mullheim Im Markgraflerland,CH,CH,2.74
RB,neuenburg baden,offenburg,day,Neuenburg Baden → Offenburg,CH,CH,79.24
K45,neufchateau,nancy,day,Neufchateau → Nancy,FR,FR,51.27
TER,neufchateau,nancy,day,Neufchateau → Nancy,CH,CH,51.26
K45,neufchateau,toul,day,Neufchateau → Toul,FR,FR,38.32
P45,neufchateau lycee professionnel,toul,day,Neufchateau Lycee Professionnel → Toul,FR,FR,37.74
C1,neuilly les dijon,dijon,day,Neuilly les Dijon → Dijon,FR,FR,7.86
TER,neussargues,brive la gaillarde,day,Neussargues → Brive la Gaillarde,CH,CH,113.82
723A,neussargues,clermont ferrand,day,Neussargues → Clermont Ferrand,FR,FR,73.28
P76,nevers,cercy la tour,day,Nevers → Cercy la Tour,FR,FR,40.2
TER,nevers,decize,day,Nevers → Decize,CH,CH,29.31
P2,nevers,lyon part dieu,day,Nevers → Lyon Part Dieu,FR,FR,189.17
K6,nevers,montchanin,day,Nevers → Montchanin,FR,FR,104.28
P2,nevers,moulins sur allier,day,Nevers → Moulins Sur Allier,FR,FR,49.47
121A,nevers,nantes,day,Nevers → Nantes,FR,FR,356.06
IC,nevers,nantes,day,Nevers → Nantes,CH,CH,355.97
TER,nevers,orleans,day,Nevers → Orleans,CH,CH,138.72
P2,nevers,paray le monial,day,Nevers → Paray le Monial,FR,FR,94.84
TER,nevers,paray le monial,day,Nevers → Paray le Monial,CH,CH,94.91
K5+,nevers,paris austerlitz,day,Nevers → Paris Austerlitz,FR,FR,214.42
TER,nevers,paris austerlitz,day,Nevers → Paris Austerlitz,CH,CH,214.19
TER,nevers,paris bercy,day,Nevers → Paris Bercy,CH,CH,213.66
K5+,nevers,paris bercy bourg pays d auv,day,Nevers → Paris Bercy Bourg Pays D Auv,FR,FR,213.73
P2,nevers,saint pierre le moutier,day,Nevers → Saint Pierre le Moutier,FR,FR,21.77
P14,nevers,vierzon,day,Nevers → Vierzon,FR,FR,86.74
TER,nevers,vierzon,day,Nevers → Vierzon,CH,CH,86.69
P12,nevers le banlay,cosne sur loire,day,Nevers le Banlay → Cosne Sur Loire,FR,FR,48.54
P12,nevers le banlay,la charite sur loire,day,Nevers le Banlay → la Charite Sur Loire,FR,FR,21.96
P12,nevers le banlay,nevers,day,Nevers le Banlay → Nevers,FR,FR,2.39
TER,nevers le banlay,nevers,day,Nevers le Banlay → Nevers,CH,CH,2.37
631A,nice ville,aeroport charles de gaulle 2 tgv,day,Nice Ville → Aeroport Charles de Gaulle 2 Tgv,FR,FR,690.2
C3,nice ville,cannes,day,Nice Ville → Cannes,FR,FR,25.7
C3,nice ville,grasse,day,Nice Ville → Grasse,FR,FR,27.64
633B,nice ville,marne la vallee chessy,day,Nice Ville → Marne la Vallee Chessy,FR,FR,669.31
C3,nice ville,menton,day,Nice Ville → Menton,FR,FR,20.14
071A,nice ville,nancy,day,Nice Ville → Nancy,FR,FR,560.6
TGV,nice ville,nancy,day,Nice Ville → Nancy,CH,CH,560.57
770B,nice ville,paris austerlitz,day,Nice Ville → Paris Austerlitz,FR,FR,683.8
770B,nice ville,paris bercy bourg pays d auv,day,Nice Ville → Paris Bercy Bourg Pays D Auv,FR,FR,682.77
071A,nice ville,strasbourg,day,Nice Ville → Strasbourg,FR,FR,543.91
TGV,nice ville,strasbourg,day,Nice Ville → Strasbourg,CH,CH,543.88
P1,nice ville,tende,day,Nice Ville → Tende,FR,FR,49.41
S11,niederbipp,solothurn,day,Niederbipp → Solothurn,CH,CH,13.64
C36+,niederbronn les bains,haguenau,day,Niederbronn les Bains → Haguenau,FR,FR,18.89
C36+,niederbronn les bains,strasbourg,day,Niederbronn les Bains → Strasbourg,FR,FR,41.49
TER,niederbronn les bains,strasbourg,day,Niederbronn les Bains → Strasbourg,CH,CH,41.51
P816,niedermodern pont de la moder,obermodern,day,Niedermodern Pont de la Moder → Obermodern,FR,FR,5.92
P816,niedermodern pont de la moder,saverne,day,Niedermodern Pont de la Moder → Saverne,FR,FR,22.53
S15,niederweningen,pfaffikon sz,day,Niederweningen → Pfaffikon Sz,CH,CH,46.06
S15,niederweningen,wetzikon zh,day,Niederweningen → Wetzikon Zh,CH,CH,38.38
TER,nimes,clermont ferrand,day,Nimes → Clermont Ferrand,CH,CH,238.32
TER,nimes,langogne,day,Nimes → Langogne,CH,CH,108.0
C7,nimes centre,ales,day,Nimes Centre → Ales,FR,FR,39.81
C8,nimes centre,avignon centre,day,Nimes Centre → Avignon Centre,FR,FR,37.26
180A,nimes centre,beziers,day,Nimes Centre → Beziers,FR,FR,107.59
180A,nimes centre,bordeaux saint jean,day,Nimes Centre → Bordeaux Saint Jean,FR,FR,406.76
P17,nimes centre,clermont ferrand,day,Nimes Centre → Clermont Ferrand,FR,FR,238.36
C7,nimes centre,genolhac,day,Nimes Centre → Genolhac,FR,FR,66.12
P7,nimes centre,la bastide st laurent les b,day,Nimes Centre → la Bastide St Laurent les B,FR,FR,92.29
K8,nimes centre,narbonne,day,Nimes Centre → Narbonne,FR,FR,130.85
K8,nimes centre,perpignan,day,Nimes Centre → Perpignan,FR,FR,174.49
K8,nimes centre,portbou,day,Nimes Centre → Portbou,FR,FR,184.67
C88,nimes centre,vauvert,day,Nimes Centre → Vauvert,FR,FR,17.09
L14,niort,mauze,day,Niort → Mauze,FR,FR,21.47
L14,niort,poitiers,day,Niort → Poitiers,FR,FR,67.05
L17,niort,royan,day,Niort → Royan,FR,FR,88.52
F32,niversac,perigueux,day,Niversac → Perigueux,FR,FR,9.58
P3,nogent le rotrou,chartres,day,Nogent le Rotrou → Chartres,FR,FR,51.39
P13,nogent le rotrou,paris montparnasse hall 1 2,day,Nogent le Rotrou → Paris Montparnasse Hall 1 2,FR,FR,125.0
P943,nogent sur seine,romilly sur seine,day,Nogent Sur Seine → Romilly Sur Seine,FR,FR,17.42
K60,noiretable place passeliere,thiers,day,Noiretable Place Passeliere → Thiers,FR,FR,18.23
C7,nort sur erdre,nantes,day,Nort Sur Erdre → Nantes,FR,FR,25.13
RB,nurtingen,neuffen,day,Nurtingen → Neuffen,CH,CH,8.06
IR95,nyon,brig,day,Nyon → Brig,CH,CH,134.67
RE,nyon,geneve,day,Nyon → Geneve,CH,CH,20.66
R,nyon,genolier,day,Nyon → Genolier,CH,CH,5.99
R,nyon,st cergue,day,Nyon → St Cergue,CH,CH,9.19
RE,nyon,vevey,day,Nyon → Vevey,CH,CH,47.38
S11,oberbipp,solothurn,day,Oberbipp → Solothurn,CH,CH,10.86
S20,oberdorf so,solothurn,day,Oberdorf So → Solothurn,CH,CH,5.11
S15,oberglatt zh,niederweningen,day,Oberglatt Zh → Niederweningen,CH,CH,11.53
S15,oberglatt zh,zurich hb,day,Oberglatt Zh → Zurich Hb,CH,CH,10.47
P816,obermodern,griesbach le bastberg eglise,day,Obermodern → Griesbach le Bastberg Eglise,FR,FR,8.9
P816,obermodern,haguenau arret ritmo moulin neuf,day,Obermodern → Haguenau Arret Ritmo Moulin Neuf,FR,FR,17.34
P816,obermodern,saverne haut barr,day,Obermodern → Saverne Haut Barr,FR,FR,18.88
C23+,obernai,strasbourg,day,Obernai → Strasbourg,FR,FR,22.64
TER,obernai,strasbourg,day,Obernai → Strasbourg,CH,CH,22.67
R,oberwald,andermatt,day,Oberwald → Andermatt,CH,CH,22.47
CC,oberwald,gletsch,day,Oberwald → Gletsch,CH,CH,3.67
CC,oberwald,realp dfb,day,Oberwald → Realp Dfb,CH,CH,14.09
S29,oberwinterthur,stein am rhein,day,Oberwinterthur → Stein Am Rhein,CH,CH,17.94
S30,oberwinterthur,weinfelden,day,Oberwinterthur → Weinfelden,CH,CH,26.77
S,oberwinterthur,winterthur,day,Oberwinterthur → Winterthur,CH,CH,2.87
S,oberwinterthur,zurich hb,day,Oberwinterthur → Zurich Hb,CH,CH,21.96
L23,objat,brive la gaillarde,day,Objat → Brive la Gaillarde,FR,FR,15.69
EXT,oensingen,biel bienne,day,Oensingen → Biel Bienne,CH,CH,39.12
S11,oensingen,solothurn,day,Oensingen → Solothurn,CH,CH,15.49
RB,offenburg,basel bad bf,day,Offenburg → Basel,CH,CH,104.21
RB,offenburg,denzlingen,day,Offenburg → Denzlingen,CH,CH,45.58
RE,offenburg,efringen kirchen,day,Offenburg → Efringen Kirchen,CH,CH,95.6
RE,offenburg,freiburg breisgau hbf,day,Offenburg → Freiburg Breisgau,CH,CH,53.81
RE,offenburg,rastatt,day,Offenburg → Rastatt,CH,CH,47.04
RE,offenburg,weil am rhein,day,Offenburg → Weil Am Rhein,CH,CH,101.3
C1,oissel,paris saint lazare,day,Oissel → Paris Saint Lazare,FR,FR,103.07
L55,oloron sainte marie,pau,day,Oloron Sainte Marie → Pau,FR,FR,22.41
RE,olten,aarau,day,Olten → Aarau,CH,CH,11.67
S3,olten,aesch bl,day,Olten → Aesch Bl,CH,CH,26.29
IR26,olten,arth goldau,day,Olten → Arth Goldau,CH,CH,59.03
S3,olten,basel dreispitz,day,Olten → Basel Dreispitz,CH,CH,30.46
S20,olten,biel bienne,day,Olten → Biel Bienne,CH,CH,55.78
IR16,olten,brugg ag,day,Olten → Brugg Ag,CH,CH,26.81
IR26,olten,cadenazzo,day,Olten → Cadenazzo,CH,CH,154.88
IC21,olten,chiasso,day,Olten → Chiasso,CH,CH,189.55
EC,olten,como s giovanni,day,Olten → Como S Giovanni,CH,CH,193.29
S3,olten,delemont,day,Olten → Delemont,CH,CH,42.02
RE,olten,emmenbrucke,day,Olten → Emmenbrucke,CH,CH,42.19
S20,olten,langendorf,day,Olten → Langendorf,CH,CH,33.26
S23,olten,langenthal,day,Olten → Langenthal,CH,CH,17.61
S3,olten,laufen,day,Olten → Laufen,CH,CH,31.4
S3,olten,lausen,day,Olten → Lausen,CH,CH,17.24
S20,olten,lommiswil,day,Olten → Lommiswil,CH,CH,36.23
IC21,olten,lugano,day,Olten → Lugano,CH,CH,169.41
S20,olten,oberdorf so,day,Olten → Oberdorf So,CH,CH,33.78
EXT,olten,oensingen,day,Olten → Oensingen,CH,CH,16.67
S29,olten,sursee,day,Olten → Sursee,CH,CH,24.73
S26,olten,wohlen ag,day,Olten → Wohlen Ag,CH,CH,27.28
P8,orleans,angerville,day,Orleans → Angerville,FR,FR,45.5
K1,orleans,le croisic,day,Orleans → le Croisic,FR,FR,337.79
P14,orleans,nevers,day,Orleans → Nevers,FR,FR,138.79
K8+,orleans,paris austerlitz,day,Orleans → Paris Austerlitz,FR,FR,109.33
K8+,orleans,paris austerlitz routiere,day,Orleans → Paris Austerlitz,FR,FR,109.32
K8+,orleans,paris bercy bourg pays d auv,day,Orleans → Paris Bercy Bourg Pays D Auv,FR,FR,109.42
P8,orleans,toury,day,Orleans → Toury,FR,FR,31.88
P14,orleans,vierzon,day,Orleans → Vierzon,FR,FR,76.66
P104,orleans avenue de paris,chateauroux,day,Orleans Avenue de Paris → Chateauroux,FR,FR,123.11
RB,orschweier,basel bad bf,day,Orschweier → Basel,CH,CH,79.78
RB,orschweier,efringen kirchen,day,Orschweier → Efringen Kirchen,CH,CH,70.82
RB,orschweier,freiburg breisgau hbf,day,Orschweier → Freiburg Breisgau,CH,CH,30.98
R,orsieres,martigny,day,Orsieres → Martigny,CH,CH,9.98
R,orsieres,martigny bourg,day,Orsieres → Martigny Bourg,CH,CH,9.21
R,orsieres,sembrancher,day,Orsieres → Sembrancher,CH,CH,5.44
S23,othmarsingen,baden,day,Othmarsingen → Baden,CH,CH,10.38
TER,oyonnax,bourg en bresse,day,Oyonnax → Bourg En Bresse,CH,CH,34.37
K33,oyonnax,lyon perrache,day,Oyonnax → Lyon Perrache,FR,FR,85.53
TER,oyonnax,lyon perrache,day,Oyonnax → Lyon Perrache,CH,CH,85.56
P12,paimpol,guingamp,day,Paimpol → Guingamp,FR,FR,25.62
S51,palezieux,gruyeres,day,Palezieux → Gruyeres,CH,CH,18.53
SN,palezieux,lausanne,day,Palezieux → Lausanne,CH,CH,16.23
S50,palezieux,montbovon,day,Palezieux → Montbovon,CH,CH,16.88
R,palezieux,vevey,day,Palezieux → Vevey,CH,CH,8.88
P4,pamiers,ax les thermes,day,Pamiers → Ax les Thermes,FR,FR,46.87
P2,paray le monial,lyon part dieu,day,Paray le Monial → Lyon Part Dieu,FR,FR,95.58
TER,paray le monial,lyon part dieu,day,Paray le Monial → Lyon Part Dieu,CH,CH,95.6
P32,paray le monial,montchanin,day,Paray le Monial → Montchanin,FR,FR,44.64
TER,paray le monial,montchanin,day,Paray le Monial → Montchanin,CH,CH,44.66
555C,paris austerlitz,aurillac,day,Paris Austerlitz → Aurillac,FR,FR,436.06
IC,paris austerlitz,aurillac,day,Paris Austerlitz → Aurillac,CH,CH,435.92
INCONNU,paris austerlitz,bordeaux saint jean,day,Paris Austerlitz → Bordeaux Saint Jean,FR,FR,498.75
770A,paris austerlitz,briancon,day,Paris Austerlitz → Briancon,FR,FR,546.1
IC,paris austerlitz,briancon,day,Paris Austerlitz → Briancon,CH,CH,545.9
722A,paris austerlitz,clermont ferrand,day,Paris Austerlitz → Clermont Ferrand,FR,FR,345.11
K8+,paris austerlitz,les aubrais,day,Paris Austerlitz → les Aubrais,FR,FR,107.27
434A,paris austerlitz,nantes,day,Paris Austerlitz → Nantes,FR,FR,342.05
INCONNU,paris austerlitz,rennes,day,Paris Austerlitz → Rennes,FR,FR,308.74
K6+,paris austerlitz,saint pierre des corps,day,Paris Austerlitz → Saint Pierre des Corps,FR,FR,202.63
INCONNU,paris austerlitz,tarbes,day,Paris Austerlitz → Tarbes,FR,FR,647.58
560B,paris austerlitz,toulouse matabiau,day,Paris Austerlitz → Toulouse Matabiau,FR,FR,585.87
P10,paris austerlitz,vendome,day,Paris Austerlitz → Vendome,FR,FR,150.24
TER,paris bercy,avallon,day,Paris Bercy → Avallon,CH,CH,187.55
IC,paris bercy,briancon,day,Paris Bercy → Briancon,CH,CH,544.99
P25,paris bercy bourg pays d auv,avallon,day,Paris Bercy Bourg Pays D Auv → Avallon,FR,FR,187.57
INCONNU,paris bercy bourg pays d auv,bordeaux saint jean,day,Paris Bercy Bourg Pays D Auv → Bordeaux Saint Jean,FR,FR,499.06
INCONNU,paris bercy bourg pays d auv,cerbere,day,Paris Bercy Bourg Pays D Auv → Cerbere,FR,FR,713.94
434A,paris bercy bourg pays d auv,nantes,day,Paris Bercy Bourg Pays D Auv → Nantes,FR,FR,343.01
560B,paris bercy bourg pays d auv,toulouse matabiau,day,Paris Bercy Bourg Pays D Auv → Toulouse Matabiau,FR,FR,585.69
K6+,paris bercy bourg pays d auv,tours,day,Paris Bercy Bourg Pays D Auv → Tours,FR,FR,204.23
P10,paris bercy bourg pays d auv,vendome,day,Paris Bercy Bourg Pays D Auv → Vendome,FR,FR,150.83
TGV,paris est,bar le duc,day,Paris Est → Bar le Duc,CH,CH,205.88
612B,paris est,basel sbb,day,Paris Est → Basel Sbb,FR,FR,414.73
801B,paris est,chalons en champagne,day,Paris Est → Chalons En Champagne,FR,FR,145.69
TER,paris est,chalons en champagne,day,Paris Est → Chalons En Champagne,CH,CH,145.66
TGV,paris est,charleville mezieres,day,Paris Est → Charleville Mezieres,CH,CH,198.05
K1,paris est,chateau thierry,day,Paris Est → Chateau Thierry,FR,FR,78.8
K6,paris est,culmont chalindrey,day,Paris Est → Culmont Chalindrey,FR,FR,256.96
TER,paris est,culmont chalindrey,day,Paris Est → Culmont Chalindrey,CH,CH,256.94
K5,paris est,dijon,day,Paris Est → Dijon,FR,FR,262.86
TER,paris est,dijon,day,Paris Est → Dijon,CH,CH,262.81
K2,paris est,epernay,day,Paris Est → Epernay,FR,FR,118.42
807A,paris est,freiburg breisgau hbf,day,Paris Est → Freiburg Breisgau,FR,FR,416.03
805A,paris est,lorraine tgv,day,Paris Est → Lorraine Tgv,FR,FR,278.61
803B,paris est,luxembourg,day,Paris Est → Luxembourg,FR,FR,285.67
TGV,paris est,metz ville,day,Paris Est → Metz Ville,CH,CH,279.77
TGV,paris est,nancy,day,Paris Est → Nancy,CH,CH,280.26
TGV,paris est,reims,day,Paris Est → Reims,CH,CH,128.53
805B,paris est,remiremont,day,Paris Est → Remiremont,FR,FR,327.02
TGV,paris est,remiremont,day,Paris Est → Remiremont,CH,CH,326.99
