route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country
koln bonn flughafen → hannover hbf,koln bonn flughafen,hannover hbf,night,Koln Bonn Flughafen → Hannover,DE,
hamburg altona → dusseldorf hbf,hamburg altona,dusseldorf hbf,night,Hamburg Altona → Dusseldorf,DE,
basel sbb → frankfurt main hbf,basel sbb,frankfurt main hbf,night,Basel Sbb → Frankfurt Main,CH,DE
wien hbf autoreisezuganlage → frankfurt main sud,wien hbf autoreisezuganlage,frankfurt main sud,night,Wien Autoreisezuganlage → Frankfurt Main Sud,AT,DE
innsbruck hbf → frankfurt m flughafen regionalbf,innsbruck hbf,frankfurt m flughafen regionalbf,night,Innsbruck → Frankfurt M Flughafen Regionalbf,AT,DE
frankfurt main hbf → hagen hbf,frankfurt main hbf,hagen hbf,night,Frankfurt Main → Hagen,DE,
frankfurt main hbf → essen hbf,frankfurt main hbf,essen hbf,night,Frankfurt Main → Essen,DE,
wien hbf → hanau hbf,wien hbf,hanau hbf,night,Wien → Hanau,AT,
koln messe deutz gl 11 12 → haffkrug,koln messe deutz gl 11 12,haffkrug,night,Koln Messe Deutz Gl 11 12 → Haffkrug,DE,
dortmund hbf → ingolstadt hbf,dortmund hbf,ingolstadt hbf,night,Dortmund → Ingolstadt,,
hamburg altona → wuppertal hbf,hamburg altona,wuppertal hbf,night,Hamburg Altona → Wuppertal,DE,
koln messe deutz gl 11 12 → frankfurt main hbf,koln messe deutz gl 11 12,frankfurt main hbf,night,Koln Messe Deutz Gl 11 12 → Frankfurt Main,DE,DE
dortmund hbf → bochum hbf,dortmund hbf,bochum hbf,night,Dortmund → Bochum,,
nurnberg hbf → duisburg hbf,nurnberg hbf,duisburg hbf,night,Nurnberg → Duisburg,,
hamburg hbf → roskilde st,hamburg hbf,roskilde st,night,Hamburg → Roskilde St,DE,
oesterport st → puttgarden ms,oesterport st,puttgarden ms,night,Oesterport St → Puttgarden Ms,,
koebenhavn h → oldenburg holst,koebenhavn h,oldenburg holst,night,Koebenhavn H → Oldenburg Holst,,
hamburg hbf → roedby,hamburg hbf,roedby,night,Hamburg → Roedby,DE,
hamburg hbf → nykoebing f st,hamburg hbf,nykoebing f st,night,Hamburg → Nykoebing F St,DE,
fehmarn burg → gelsenkirchen hbf,fehmarn burg,gelsenkirchen hbf,night,Fehmarn Burg → Gelsenkirchen,,
fehmarn burg → hamburg hbf,fehmarn burg,hamburg hbf,night,Fehmarn Burg → Hamburg,,DE
fehmarn burg → munster westf hbf,fehmarn burg,munster westf hbf,night,Fehmarn Burg → Munster Westf,,
fehmarn burg → recklinghausen hbf,fehmarn burg,recklinghausen hbf,night,Fehmarn Burg → Recklinghausen,,
koln hbf → hamburg harburg,koln hbf,hamburg harburg,night,Koln → Hamburg Harburg,DE,DE
fehmarn burg → duisburg hbf,fehmarn burg,duisburg hbf,night,Fehmarn Burg → Duisburg,,
stuttgart hbf → oberndorf neckar,stuttgart hbf,oberndorf neckar,night,Stuttgart → Oberndorf Neckar,,
singen hohentwiel → gaufelden,singen hohentwiel,gaufelden,night,Singen Hohentwiel → Gaufelden,,
stuttgart hbf → spaichingen,stuttgart hbf,spaichingen,night,Stuttgart → Spaichingen,,
bondorf b herrenberg → horb,bondorf b herrenberg,horb,night,Bondorf B Herrenberg → Horb,,
rottweil → boblingen,rottweil,boblingen,night,Rottweil → Boblingen,,
singen hohentwiel → boblingen,singen hohentwiel,boblingen,night,Singen Hohentwiel → Boblingen,,
konstanz → horb,konstanz,horb,night,Konstanz → Horb,,
boblingen → spaichingen,boblingen,spaichingen,night,Boblingen → Spaichingen,,
tuttlingen → boblingen,tuttlingen,boblingen,night,Tuttlingen → Boblingen,,
stuttgart hbf → tuttlingen,stuttgart hbf,tuttlingen,night,Stuttgart → Tuttlingen,,
stuttgart hbf → boblingen,stuttgart hbf,boblingen,night,Stuttgart → Boblingen,,
innsbruck hbf → munchen hbf,innsbruck hbf,munchen hbf,night,Innsbruck → Munchen,AT,DE
munchen hbf → bressanone brixen,munchen hbf,bressanone brixen,night,Munchen → Bressanone Brixen,DE,
bologna centrale → jenbach,bologna centrale,jenbach,night,Bologna Centrale → Jenbach,,
verona porta nuova → worgl hbf,verona porta nuova,worgl hbf,night,Verona Porta Nuova → Worgl,,
innsbruck hbf → brennero brenner,innsbruck hbf,brennero brenner,night,Innsbruck → Brennero Brenner,AT,
venezia santa lucia → fortezza franzensfeste,venezia santa lucia,fortezza franzensfeste,night,Venezia Santa Lucia → Fortezza Franzensfeste,,
innsbruck hbf → gottingen,innsbruck hbf,gottingen,night,Innsbruck → Gottingen,AT,
hamburg altona → rosenheim,hamburg altona,rosenheim,night,Hamburg Altona → Rosenheim,DE,
dusseldorf hbf → augsburg hbf,dusseldorf hbf,augsburg hbf,night,Dusseldorf → Augsburg,,
innsbruck hbf → koblenz hbf,innsbruck hbf,koblenz hbf,night,Innsbruck → Koblenz,AT,
innsbruck hbf → ulm hbf,innsbruck hbf,ulm hbf,night,Innsbruck → Ulm,AT,
hamburg altona → treuchtlingen,hamburg altona,treuchtlingen,night,Hamburg Altona → Treuchtlingen,DE,
schwarzach st veit → hopfgarten im brixental,schwarzach st veit,hopfgarten im brixental,night,Schwarzach St Veit → Hopfgarten Im Brixental,,
munchen hbf → fieberbrunn,munchen hbf,fieberbrunn,night,Munchen → Fieberbrunn,DE,
kufstein → rosenheim,kufstein,rosenheim,night,Kufstein → Rosenheim,,
hamburg harburg → augsburg hbf,hamburg harburg,augsburg hbf,night,Hamburg Harburg → Augsburg,DE,
munchen hbf → imst pitztal,munchen hbf,imst pitztal,night,Munchen → Imst Pitztal,DE,
innsbruck hbf → hannover hbf,innsbruck hbf,hannover hbf,night,Innsbruck → Hannover,AT,
innsbruck hbf → mainz hbf,innsbruck hbf,mainz hbf,night,Innsbruck → Mainz,AT,
hamburg altona → kufstein,hamburg altona,kufstein,night,Hamburg Altona → Kufstein,DE,
dusseldorf hbf → rosenheim,dusseldorf hbf,rosenheim,night,Dusseldorf → Rosenheim,,
innsbruck hbf → munchen hbf gl 5 10,innsbruck hbf,munchen hbf gl 5 10,night,Innsbruck → Munchen Gl 5 10,AT,DE
munchen hbf gl 5 10 → bressanone brixen,munchen hbf gl 5 10,bressanone brixen,night,Munchen Gl 5 10 → Bressanone Brixen,DE,
dusseldorf hbf → kufstein,dusseldorf hbf,kufstein,night,Dusseldorf → Kufstein,,
munchen hbf gl 5 10 → imst pitztal,munchen hbf gl 5 10,imst pitztal,night,Munchen Gl 5 10 → Imst Pitztal,DE,
munchen ost → fieberbrunn,munchen ost,fieberbrunn,night,Munchen Ost → Fieberbrunn,DE,
dusseldorf hbf → munchen ost,dusseldorf hbf,munchen ost,night,Dusseldorf → Munchen Ost,,DE
frankfurt main hbf → munchen pasing,frankfurt main hbf,munchen pasing,night,Frankfurt Main → Munchen Pasing,DE,DE
rimini → brennero brenner,rimini,brennero brenner,night,Rimini → Brennero Brenner,,
hamburg altona → munchen ost,hamburg altona,munchen ost,night,Hamburg Altona → Munchen Ost,DE,DE
hamburg altona → munchen hbf,hamburg altona,munchen hbf,night,Hamburg Altona → Munchen,DE,DE
innsbruck hbf → frankfurt m flughafen fernbf,innsbruck hbf,frankfurt m flughafen fernbf,night,Innsbruck → Frankfurt M Flughafen Fernbf,AT,DE
salzburg hbf → ulm hbf,salzburg hbf,ulm hbf,night,Salzburg → Ulm,AT,
munchen hbf → wien hbf,munchen hbf,wien hbf,night,Munchen → Wien,DE,AT
graz hbf → bischofshofen,graz hbf,bischofshofen,night,Graz → Bischofshofen,AT,
munchen hbf → st johann im pongau,munchen hbf,st johann im pongau,night,Munchen → St Johann Im Pongau,DE,
flughafen wien → munchen hbf,flughafen wien,munchen hbf,night,Flughafen Wien → Munchen,AT,DE
klagenfurt hbf → dorfgastein,klagenfurt hbf,dorfgastein,night,Klagenfurt → Dorfgastein,,
saarbrucken hbf → gunzburg,saarbrucken hbf,gunzburg,night,Saarbrucken → Gunzburg,,
frankfurt main hbf → munchen hbf,frankfurt main hbf,munchen hbf,night,Frankfurt Main → Munchen,DE,DE
munster westf hbf → remagen,munster westf hbf,remagen,night,Munster Westf → Remagen,,
munchen hbf gl 5 10 → wien hbf,munchen hbf gl 5 10,wien hbf,night,Munchen Gl 5 10 → Wien,DE,AT
munchen hbf gl 5 10 → flughafen wien,munchen hbf gl 5 10,flughafen wien,night,Munchen Gl 5 10 → Flughafen Wien,DE,AT
munchen hbf → verona porta nuova,munchen hbf,verona porta nuova,night,Munchen → Verona Porta Nuova,DE,
munchen hbf → arezzo,munchen hbf,arezzo,night,Munchen → Arezzo,DE,
munchen hbf → treviso centrale,munchen hbf,treviso centrale,night,Munchen → Treviso Centrale,DE,
munchen hbf → ljubljana,munchen hbf,ljubljana,night,Munchen → Ljubljana,DE,
munchen hbf → hegyeshalom,munchen hbf,hegyeshalom,night,Munchen → Hegyeshalom,DE,
venezia santa lucia → rosenheim,venezia santa lucia,rosenheim,night,Venezia Santa Lucia → Rosenheim,,
budapest keleti → st polten hbf,budapest keleti,st polten hbf,night,Budapest Keleti → St Polten,HU,CH
rijeka → ljubljana,rijeka,ljubljana,night,Rijeka → Ljubljana,,
zagreb glavni kolodvor → jesenice sl,zagreb glavni kolodvor,jesenice sl,night,Zagreb Glavni Kolodvor → Jesenice Sl,,FR
salzburg hbf → gunzburg,salzburg hbf,gunzburg,night,Salzburg → Gunzburg,AT,
milano centrale → villach hbf,milano centrale,villach hbf,night,Milano Centrale → Villach,,
roma termini → salzburg hbf,roma termini,salzburg hbf,night,Roma Termini → Salzburg,,AT
salzburg hbf → augsburg hbf,salzburg hbf,augsburg hbf,night,Salzburg → Augsburg,AT,
munchen hbf → venezia mestre,munchen hbf,venezia mestre,night,Munchen → Venezia Mestre,DE,
munchen hbf → zidani most,munchen hbf,zidani most,night,Munchen → Zidani Most,DE,
munchen hbf → borovnica,munchen hbf,borovnica,night,Munchen → Borovnica,DE,
munchen hbf → mosonmagyarovar,munchen hbf,mosonmagyarovar,night,Munchen → Mosonmagyarovar,DE,
munchen ost → venezia mestre,munchen ost,venezia mestre,night,Munchen Ost → Venezia Mestre,DE,
munchen ost → zidani most,munchen ost,zidani most,night,Munchen Ost → Zidani Most,DE,
munchen ost → borovnica,munchen ost,borovnica,night,Munchen Ost → Borovnica,DE,
munchen ost → mosonmagyarovar,munchen ost,mosonmagyarovar,night,Munchen Ost → Mosonmagyarovar,DE,
roma termini → rosenheim,roma termini,rosenheim,night,Roma Termini → Rosenheim,,
salzburg hbf → stuttgart hbf,salzburg hbf,stuttgart hbf,night,Salzburg → Stuttgart,AT,
zagreb glavni kolodvor → jesenice gr,zagreb glavni kolodvor,jesenice gr,night,Zagreb Glavni Kolodvor → Jesenice Gr,,FR
wien hbf autoreisezuganlage → wurzburg hbf,wien hbf autoreisezuganlage,wurzburg hbf,night,Wien Autoreisezuganlage → Wurzburg,AT,
wien hbf autoreisezuganlage → gottingen,wien hbf autoreisezuganlage,gottingen,night,Wien Autoreisezuganlage → Gottingen,AT,
wien hbf → nurnberg hbf,wien hbf,nurnberg hbf,night,Wien → Nurnberg,AT,
wien hbf → halle saale hbf,wien hbf,halle saale hbf,night,Wien → Halle Saale,AT,
frankfurt main hbf → linz hbf,frankfurt main hbf,linz hbf,night,Frankfurt Main → Linz,DE,
wien hbf → fulda,wien hbf,fulda,night,Wien → Fulda,AT,
hamburg altona → nurnberg hbf,hamburg altona,nurnberg hbf,night,Hamburg Altona → Nurnberg,DE,
wien hbf → wurzburg hbf,wien hbf,wurzburg hbf,night,Wien → Wurzburg,AT,
frankfurt main hbf → wien meidling,frankfurt main hbf,wien meidling,night,Frankfurt Main → Wien Meidling,DE,AT
frankfurt main hbf → wels hbf,frankfurt main hbf,wels hbf,night,Frankfurt Main → Wels,DE,
dusseldorf hbf → regensburg hbf,dusseldorf hbf,regensburg hbf,night,Dusseldorf → Regensburg,,
hamburg altona → wels hbf,hamburg altona,wels hbf,night,Hamburg Altona → Wels,DE,
hanau hbf → frankfurt main hbf,hanau hbf,frankfurt main hbf,night,Hanau → Frankfurt Main,,DE
linz hbf → wels hbf,linz hbf,wels hbf,night,Linz → Wels,,
dusseldorf hbf → passau hbf,dusseldorf hbf,passau hbf,night,Dusseldorf → Passau,,
dusseldorf hbf → wels hbf,dusseldorf hbf,wels hbf,night,Dusseldorf → Wels,,
wien hbf → berlin sudkreuz,wien hbf,berlin sudkreuz,night,Wien → Berlin Sudkreuz,AT,DE
frankfurt main hbf → st polten hbf,frankfurt main hbf,st polten hbf,night,Frankfurt Main → St Polten,DE,CH
passau hbf → wien hbf autoreisezuganlage,passau hbf,wien hbf autoreisezuganlage,night,Passau → Wien Autoreisezuganlage,,AT
hamburg altona → passau hbf,hamburg altona,passau hbf,night,Hamburg Altona → Passau,DE,
st polten hbf → linz hbf,st polten hbf,linz hbf,night,St Polten → Linz,CH,
wien hbf → regensburg hbf,wien hbf,regensburg hbf,night,Wien → Regensburg,AT,
wien hbf → erfurt hbf,wien hbf,erfurt hbf,night,Wien → Erfurt,AT,
wien hbf → frankfurt main hbf,wien hbf,frankfurt main hbf,night,Wien → Frankfurt Main,AT,DE
regensburg hbf → nurnberg hbf,regensburg hbf,nurnberg hbf,night,Regensburg → Nurnberg,,
frankfurt main hbf → prien a chiemsee,frankfurt main hbf,prien a chiemsee,night,Frankfurt Main → Prien A Chiemsee,DE,
frankfurt main hbf → munchen ost,frankfurt main hbf,munchen ost,night,Frankfurt Main → Munchen Ost,DE,DE
darmstadt hbf → munchen ost,darmstadt hbf,munchen ost,night,Darmstadt → Munchen Ost,,DE
darmstadt hbf → munchen hbf,darmstadt hbf,munchen hbf,night,Darmstadt → Munchen,,DE
leipzig hbf → erlangen,leipzig hbf,erlangen,night,Leipzig → Erlangen,,
jena paradies → hamburg dammtor,jena paradies,hamburg dammtor,night,Jena Paradies → Hamburg Dammtor,,DE
karlsruhe hbf → crailsheim,karlsruhe hbf,crailsheim,night,Karlsruhe → Crailsheim,,
karlsruhe hbf → ansbach,karlsruhe hbf,ansbach,night,Karlsruhe → Ansbach,,
jena paradies → angermunde,jena paradies,angermunde,night,Jena Paradies → Angermunde,,
jena paradies → ludwigslust,jena paradies,ludwigslust,night,Jena Paradies → Ludwigslust,,
jena paradies → bergen auf rugen,jena paradies,bergen auf rugen,night,Jena Paradies → Bergen Auf Rugen,,
jena paradies → stralsund hbf,jena paradies,stralsund hbf,night,Jena Paradies → Stralsund,,
ansbach → crailsheim,ansbach,crailsheim,night,Ansbach → Crailsheim,,
jena paradies → hamburg hbf,jena paradies,hamburg hbf,night,Jena Paradies → Hamburg,,DE
munster westf hbf → andernach,munster westf hbf,andernach,night,Munster Westf → Andernach,,
munchen ost → peschiera del garda,munchen ost,peschiera del garda,night,Munchen Ost → Peschiera Del Garda,DE,
munchen ost → chiusi chianciano terme,munchen ost,chiusi chianciano terme,night,Munchen Ost → Chiusi Chianciano Terme,DE,
schwabisch gmund → aalen hbf,schwabisch gmund,aalen hbf,night,Schwabisch Gmund → Aalen,,
nurnberg hbf → pforzheim hbf,nurnberg hbf,pforzheim hbf,night,Nurnberg → Pforzheim,,
nurnberg hbf → karlsruhe hbf,nurnberg hbf,karlsruhe hbf,night,Nurnberg → Karlsruhe,,
nurnberg hbf → muhlacker,nurnberg hbf,muhlacker,night,Nurnberg → Muhlacker,,
stuttgart hbf → nurnberg hbf,stuttgart hbf,nurnberg hbf,night,Stuttgart → Nurnberg,,
munchen hbf → aalen hbf,munchen hbf,aalen hbf,night,Munchen → Aalen,DE,
emden auenhafen → bremen hbf,emden auenhafen,bremen hbf,night,Emden Auenhafen → Bremen,,
emden auenhafen → dusseldorf hbf,emden auenhafen,dusseldorf hbf,night,Emden Auenhafen → Dusseldorf,,
emden auenhafen → koln hbf,emden auenhafen,koln hbf,night,Emden Auenhafen → Koln,,DE
hude → oldenburg oldb,hude,oldenburg oldb,night,Hude → Oldenburg Oldb,,
verden aller → nienburg weser,verden aller,nienburg weser,night,Verden Aller → Nienburg Weser,,
magdeburg hbf → brandenburg hbf,magdeburg hbf,brandenburg hbf,night,Magdeburg → Brandenburg,,
emden hbf → verden aller,emden hbf,verden aller,night,Emden → Verden Aller,,
leipzig hbf → bremen hbf,leipzig hbf,bremen hbf,night,Leipzig → Bremen,,
emden hbf → bremen hbf,emden hbf,bremen hbf,night,Emden → Bremen,,
norddeich → hude,norddeich,hude,night,Norddeich → Hude,,
bremen hbf → marienhafe,bremen hbf,marienhafe,night,Bremen → Marienhafe,,
cottbus hbf → brandenburg hbf,cottbus hbf,brandenburg hbf,night,Cottbus → Brandenburg,,
delmenhorst → bremen hbf,delmenhorst,bremen hbf,night,Delmenhorst → Bremen,,
cottbus hbf → hannover hbf,cottbus hbf,hannover hbf,night,Cottbus → Hannover,,
nienburg weser → hannover hbf,nienburg weser,hannover hbf,night,Nienburg Weser → Hannover,,
hannover hbf → augustfehn,hannover hbf,augustfehn,night,Hannover → Augustfehn,,
cottbus hbf → braunschweig hbf,cottbus hbf,braunschweig hbf,night,Cottbus → Braunschweig,,
berlin ostbahnhof → bremen hbf,berlin ostbahnhof,bremen hbf,night,Berlin Ostbahnhof → Bremen,DE,
cottbus hbf → helmstedt,cottbus hbf,helmstedt,night,Cottbus → Helmstedt,,
koln hbf → leer ostfriesl,koln hbf,leer ostfriesl,night,Koln → Leer Ostfriesl,DE,
leipzig hbf → nienburg weser,leipzig hbf,nienburg weser,night,Leipzig → Nienburg Weser,,
koln hbf → norddeich mole,koln hbf,norddeich mole,night,Koln → Norddeich Mole,DE,
munchen hbf → zurich hb,munchen hbf,zurich hb,night,Munchen → Zurich Hb,DE,CH
zurich hb → lindau hbf,zurich hb,lindau hbf,night,Zurich Hb → Lindau,CH,
basel sbb → st margrethen,basel sbb,st margrethen,night,Basel Sbb → St Margrethen,CH,
lenzburg → zurich hb,lenzburg,zurich hb,night,Lenzburg → Zurich Hb,,CH
bregenz → zurich hb,bregenz,zurich hb,night,Bregenz → Zurich Hb,,CH
bregenz → liestal,bregenz,liestal,night,Bregenz → Liestal,,CH
berchtesgaden hbf → traunstein,berchtesgaden hbf,traunstein,night,Berchtesgaden → Traunstein,,
karlsruhe hbf → munchen ost,karlsruhe hbf,munchen ost,night,Karlsruhe → Munchen Ost,,DE
fulda → kassel wilhelmshohe,fulda,kassel wilhelmshohe,night,Fulda → Kassel Wilhelmshohe,,
frankfurt main hbf → bad endorf,frankfurt main hbf,bad endorf,night,Frankfurt Main → Endorf,DE,
karlsruhe hbf → rosenheim,karlsruhe hbf,rosenheim,night,Karlsruhe → Rosenheim,,
innsbruck hbf → ingolstadt hbf,innsbruck hbf,ingolstadt hbf,night,Innsbruck → Ingolstadt,AT,
innsbruck hbf → nurnberg hbf,innsbruck hbf,nurnberg hbf,night,Innsbruck → Nurnberg,AT,
hamburg bergedorf → wurzburg hbf,hamburg bergedorf,wurzburg hbf,night,Hamburg Bergedorf → Wurzburg,DE,
hamburg hbf → wurzburg hbf,hamburg hbf,wurzburg hbf,night,Hamburg → Wurzburg,DE,
augsburg hbf → wurzburg hbf,augsburg hbf,wurzburg hbf,night,Augsburg → Wurzburg,,
hamburg hbf → fulda,hamburg hbf,fulda,night,Hamburg → Fulda,DE,
stralsund hbf → berlin hbf tief,stralsund hbf,berlin hbf tief,night,Stralsund → Berlin,,DE
ostseebad binz → eberswalde hbf,ostseebad binz,eberswalde hbf,night,Ostseebad Binz → Eberswalde,,
munchen hbf → eberswalde hbf,munchen hbf,eberswalde hbf,night,Munchen → Eberswalde,DE,
berlin sudkreuz → greifswald,berlin sudkreuz,greifswald,night,Berlin Sudkreuz → Greifswald,DE,
koln hbf → bielefeld hbf,koln hbf,bielefeld hbf,night,Koln → Bielefeld,DE,
dresden hbf → anklam,dresden hbf,anklam,night,Dresden → Anklam,,
berlin gesundbrunnen → eberswalde hbf,berlin gesundbrunnen,eberswalde hbf,night,Berlin Gesundbrunnen → Eberswalde,DE,
berlin hbf tief → greifswald,berlin hbf tief,greifswald,night,Berlin → Greifswald,DE,
koln hbf → bernau b berlin,koln hbf,bernau b berlin,night,Koln → Bernau B Berlin,DE,DE
dresden hbf → greifswald,dresden hbf,greifswald,night,Dresden → Greifswald,,
bernau b berlin → eberswalde hbf,bernau b berlin,eberswalde hbf,night,Bernau B Berlin → Eberswalde,DE,
stralsund hbf → greifswald,stralsund hbf,greifswald,night,Stralsund → Greifswald,,
munchen hbf → angermunde,munchen hbf,angermunde,night,Munchen → Angermunde,DE,
naumburg saale hbf → angermunde,naumburg saale hbf,angermunde,night,Naumburg Saale → Angermunde,,
koln hbf → berlin gesundbrunnen,koln hbf,berlin gesundbrunnen,night,Koln → Berlin Gesundbrunnen,DE,DE
koln hbf → eberswalde hbf,koln hbf,eberswalde hbf,night,Koln → Eberswalde,DE,
hamburg altona → rostock hbf,hamburg altona,rostock hbf,night,Hamburg Altona → Rostock,DE,
stralsund hbf → luneburg,stralsund hbf,luneburg,night,Stralsund → Luneburg,,
leipzig hbf → butzow,leipzig hbf,butzow,night,Leipzig → Butzow,,
rostock hbf → kothen,rostock hbf,kothen,night,Rostock → Kothen,,
warnemunde → kothen,warnemunde,kothen,night,Warnemunde → Kothen,,
rostock hbf → hamburg harburg,rostock hbf,hamburg harburg,night,Rostock → Hamburg Harburg,,DE
hamburg harburg → stralsund hbf,hamburg harburg,stralsund hbf,night,Hamburg Harburg → Stralsund,DE,
hamburg hbf → stralsund hbf,hamburg hbf,stralsund hbf,night,Hamburg → Stralsund,DE,
hannover hbf → stralsund hbf,hannover hbf,stralsund hbf,night,Hannover → Stralsund,,
leipzig hbf → schwerin hbf,leipzig hbf,schwerin hbf,night,Leipzig → Schwerin,,
warnemunde → dessau hbf,warnemunde,dessau hbf,night,Warnemunde → Dessau,,
hamburg altona → stralsund hbf,hamburg altona,stralsund hbf,night,Hamburg Altona → Stralsund,DE,
koln hbf → hamburg dammtor,koln hbf,hamburg dammtor,night,Koln → Hamburg Dammtor,DE,DE
rostock hbf → dessau hbf,rostock hbf,dessau hbf,night,Rostock → Dessau,,
praha hl n → berlin hbf tief,praha hl n,berlin hbf tief,night,Praha Hl N → Berlin,,DE
kiel hbf → dresden neustadt,kiel hbf,dresden neustadt,night,Kiel → Dresden Neustadt,,
hamburg altona → dresden hbf,hamburg altona,dresden hbf,night,Hamburg Altona → Dresden,DE,
hamburg altona → dresden neustadt,hamburg altona,dresden neustadt,night,Hamburg Altona → Dresden Neustadt,DE,
praha hl n → leipzig hbf,praha hl n,leipzig hbf,night,Praha Hl N → Leipzig,,
rostock hbf → bad schandau,rostock hbf,bad schandau,night,Rostock → Schandau,,
praha hl n → dresden hbf,praha hl n,dresden hbf,night,Praha Hl N → Dresden,,
praha hl n → berlin spandau,praha hl n,berlin spandau,night,Praha Hl N → Berlin Spandau,,DE
praha hl n → berlin hbf,praha hl n,berlin hbf,night,Praha Hl N → Berlin,,DE
hamburg altona → elsterwerda,hamburg altona,elsterwerda,night,Hamburg Altona → Elsterwerda,DE,
garmisch partenkirchen → frankfurt main hbf,garmisch partenkirchen,frankfurt main hbf,night,Garmisch Partenkirchen → Frankfurt Main,,DE
munster westf hbf → frankfurt m flughafen fernbf,munster westf hbf,frankfurt m flughafen fernbf,night,Munster Westf → Frankfurt M Flughafen Fernbf,,DE
tinglev st → flensburg,tinglev st,flensburg,night,Tinglev St → Flensburg,,
flensburg → fredericia st,flensburg,fredericia st,night,Flensburg → Fredericia St,,
aarhus → roedekro st,aarhus,roedekro st,night,Aarhus → Roedekro St,,
hamburg hbf → vamdrup st,hamburg hbf,vamdrup st,night,Hamburg → Vamdrup St,DE,
tinglev st → roedekro st,tinglev st,roedekro st,night,Tinglev St → Roedekro St,,
hamburg hbf → soroe st,hamburg hbf,soroe st,night,Hamburg → Soroe St,DE,
koebenhavns lufthavn st → slagelse st,koebenhavns lufthavn st,slagelse st,night,Koebenhavns Lufthavn St → Slagelse St,,
hamburg hbf → lunderskov st,hamburg hbf,lunderskov st,night,Hamburg → Lunderskov St,DE,
hamburg hbf → ringsted st,hamburg hbf,ringsted st,night,Hamburg → Ringsted St,DE,
ostseebad binz → hamburg harburg,ostseebad binz,hamburg harburg,night,Ostseebad Binz → Hamburg Harburg,,DE
ostseebad binz → erlangen,ostseebad binz,erlangen,night,Ostseebad Binz → Erlangen,,
bergen auf rugen → nurnberg hbf,bergen auf rugen,nurnberg hbf,night,Bergen Auf Rugen → Nurnberg,,
berlin hbf tief → ostseebad binz,berlin hbf tief,ostseebad binz,night,Berlin → Ostseebad Binz,DE,
munchen hbf → stralsund hbf,munchen hbf,stralsund hbf,night,Munchen → Stralsund,DE,
ostseebad binz → berlin sudkreuz,ostseebad binz,berlin sudkreuz,night,Ostseebad Binz → Berlin Sudkreuz,,DE
dresden hbf → ostseebad binz,dresden hbf,ostseebad binz,night,Dresden → Ostseebad Binz,,
ostseebad binz → nurnberg hbf,ostseebad binz,nurnberg hbf,night,Ostseebad Binz → Nurnberg,,
munchen hbf → ostseebad binz,munchen hbf,ostseebad binz,night,Munchen → Ostseebad Binz,DE,
ostseebad binz → bremen hbf,ostseebad binz,bremen hbf,night,Ostseebad Binz → Bremen,,
munchen hbf → orvieto,munchen hbf,orvieto,night,Munchen → Orvieto,DE,
munchen hbf → desenzano del garda sirmione,munchen hbf,desenzano del garda sirmione,night,Munchen → Desenzano Del Garda Sirmione,DE,
sevnica → zidani most,sevnica,zidani most,night,Sevnica → Zidani Most,,
munchen hbf → berlin spandau,munchen hbf,berlin spandau,night,Munchen → Berlin Spandau,DE,DE
berlin gesundbrunnen → munchen hbf,berlin gesundbrunnen,munchen hbf,night,Berlin Gesundbrunnen → Munchen,DE,DE
munchen hbf → hamburg hbf,munchen hbf,hamburg hbf,night,Munchen → Hamburg,DE,DE
erlangen → bamberg,erlangen,bamberg,night,Erlangen → Bamberg,,
munchen hbf → lutherstadt wittenberg hbf,munchen hbf,lutherstadt wittenberg hbf,night,Munchen → Lutherstadt Wittenberg,DE,
hamburg altona → bamberg,hamburg altona,bamberg,night,Hamburg Altona → Bamberg,DE,
warnemunde → bamberg,warnemunde,bamberg,night,Warnemunde → Bamberg,,
hamburg altona → erlangen,hamburg altona,erlangen,night,Hamburg Altona → Erlangen,DE,
munchen hbf → berlin hbf tief,munchen hbf,berlin hbf tief,night,Munchen → Berlin,DE,DE
munchen hbf → leipzig hbf,munchen hbf,leipzig hbf,night,Munchen → Leipzig,DE,
berlin gesundbrunnen → nurnberg hbf,berlin gesundbrunnen,nurnberg hbf,night,Berlin Gesundbrunnen → Nurnberg,DE,
nurnberg hbf → berlin spandau,nurnberg hbf,berlin spandau,night,Nurnberg → Berlin Spandau,,DE
lichtenfels → munchen hbf,lichtenfels,munchen hbf,night,Lichtenfels → Munchen,,DE
warnemunde → erlangen,warnemunde,erlangen,night,Warnemunde → Erlangen,,
hamburg hbf → erfurt hbf,hamburg hbf,erfurt hbf,night,Hamburg → Erfurt,DE,
nurnberg hbf → erlangen,nurnberg hbf,erlangen,night,Nurnberg → Erlangen,,
munchen hbf → berlin sudkreuz,munchen hbf,berlin sudkreuz,night,Munchen → Berlin Sudkreuz,DE,DE
rostock hbf → bamberg,rostock hbf,bamberg,night,Rostock → Bamberg,,
rostock hbf → erlangen,rostock hbf,erlangen,night,Rostock → Erlangen,,
erfurt hbf → halle saale hbf,erfurt hbf,halle saale hbf,night,Erfurt → Halle Saale,,
hamburg altona → eisenach,hamburg altona,eisenach,night,Hamburg Altona → Eisenach,DE,
munchen hbf → erfurt hbf,munchen hbf,erfurt hbf,night,Munchen → Erfurt,DE,
dresden hbf → bremen hbf,dresden hbf,bremen hbf,night,Dresden → Bremen,,
