route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country
TER,metz ville,bar le duc,night,Metz Ville → Bar le Duc,CH,CH
TER,metz ville,epernay,night,Metz Ville → Epernay,CH,CH
TER,toul,luneville,night,Toul → Luneville,CH,CH
TER,luneville,champigneulles,night,Luneville → Champigneulles,CH,CH
TER,saint die des vosges,epinal,night,Saint Die des Vosges → Epinal,CH,CH
TER,epinal,frouard,night,Epinal → Frouard,CH,CH
TER,epinal,nancy,night,Epinal → Nancy,CH,CH
TER,epinal,pont a mousson,night,Epinal → Pont A Mousson,CH,CH
TER,metz ville,igney,night,Metz Ville → Igney,CH,CH
TER,epinal,champigneulles,night,Epinal → Champigneulles,CH,CH
TER,remiremont,bayon,night,Remiremont → Bayon,CH,CH
TER,saint die des vosges,nancy,night,Saint Die des Vosges → Nancy,CH,CH
TER,nancy,saint michel sur meurthe,night,Nancy → Saint Michel Sur Meurthe,CH,CH
TER,luneville,saint die des vosges,night,Luneville → Saint Die des Vosges,CH,CH
TER,saint die des vosges,saint clement laronxe,night,Saint Die des Vosges → Saint Clement Laronxe,CH,CH
TER,saint die des vosges,chenevieres,night,Saint Die des Vosges → Chenevieres,CH,CH
TER,nancy,raon l etape,night,Nancy → Raon L Etape,CH,CH
TER,nancy,azerailles,night,Nancy → Azerailles,CH,CH
TER,metz ville,sarrebourg,night,Metz Ville → Sarrebourg,CH,CH
TER,remilly,metz ville,night,Remilly → Metz Ville,CH,CH
TER,sarreguemines,metz ville,night,Sarreguemines → Metz Ville,CH,CH
TER,strasbourg,nancy,night,Strasbourg → Nancy,CH,CH
TER,strasbourg,luneville,night,Strasbourg → Luneville,CH,CH
TER,luneville,metz ville,night,Luneville → Metz Ville,CH,CH
TER,nancy,commercy,night,Nancy → Commercy,CH,CH
TER,nancy,toul,night,Nancy → Toul,CH,CH
TER,nancy,nancois tronville,night,Nancy → Nancois Tronville,CH,CH
TER,revigny,bar le duc,night,Revigny → Bar le Duc,CH,CH
TER,revigny,nancy,night,Revigny → Nancy,CH,CH
TER,epinal,varangeville saint nicolas,night,Epinal → Varangeville Saint Nicolas,CH,CH
TER,epinal,remiremont,night,Epinal → Remiremont,CH,CH
TER,nancy,pouxeux,night,Nancy → Pouxeux,CH,CH
TER,nancy,thaon,night,Nancy → Thaon,CH,CH
TER,remiremont,vincey,night,Remiremont → Vincey,CH,CH
TER,remiremont,nancy,night,Remiremont → Nancy,CH,CH
TER,nancy,eloyes,night,Nancy → Eloyes,CH,CH
TER,nancy,pont saint vincent,night,Nancy → Pont Saint Vincent,CH,CH
TER,neufchateau,nancy,night,Neufchateau → Nancy,CH,CH
TER,nancy,dijon,night,Nancy → Dijon,CH,CH
TER,nancy,culmont chalindrey,night,Nancy → Culmont Chalindrey,CH,CH
TER,culmont chalindrey,paris est,night,Culmont Chalindrey → Paris Est,CH,CH
TER,vittel,culmont chalindrey,night,Vittel → Culmont Chalindrey,CH,CH
TER,troyes,vittel,night,Troyes → Vittel,CH,CH
TER,paris est,contrexeville,night,Paris Est → Contrexeville,CH,CH
TER,nancy,ancy sur moselle,night,Nancy → Ancy Sur Moselle,CH,CH
TER,metz ville,nancy,night,Metz Ville → Nancy,CH,CH
TER,metz ville,frouard,night,Metz Ville → Frouard,CH,CH
TER,nancy,noveant sur moselle,night,Nancy → Noveant Sur Moselle,CH,CH
TER,metz ville,pompey,night,Metz Ville → Pompey,CH,CH
TER,nancy,pagny sur moselle,night,Nancy → Pagny Sur Moselle,CH,CH
TER,thionville,nancy,night,Thionville → Nancy,CH,CH
TER,longwy,charleville mezieres,night,Longwy → Charleville Mezieres,CH,CH
TER,longuyon,charleville mezieres,night,Longuyon → Charleville Mezieres,CH,CH
TER,thionville,charleville mezieres,night,Thionville → Charleville Mezieres,CH,CH
TER,chateau thierry,reims,night,Chateau Thierry → Reims,CH,CH
TER,givet,charleville mezieres,night,Givet → Charleville Mezieres,CH,CH
TER,givet,deville,night,Givet → Deville,CH,CH
TER,charleville mezieres,fumay,night,Charleville Mezieres → Fumay,CH,CH
TER,paris est,saint dizier,night,Paris Est → Saint Dizier,CH,CH
TER,strasbourg,chalons en champagne,night,Strasbourg → Chalons En Champagne,CH,CH
TER,bar le duc,strasbourg,night,Bar le Duc → Strasbourg,CH,CH
TER,reims,fismes,night,Reims → Fismes,CH,CH
TER,reims,laon,night,Reims → Laon,CH,CH
TER,troyes,paris est,night,Troyes → Paris Est,CH,CH
TER,troyes,culmont chalindrey,night,Troyes → Culmont Chalindrey,CH,CH
TER,belfort,romilly sur seine,night,Belfort → Romilly Sur Seine,CH,CH
TER,vesoul,paris est,night,Vesoul → Paris Est,CH,CH
TER,mulhouse,vendeuvre,night,Mulhouse → Vendeuvre,CH,CH
TER,belfort,troyes,night,Belfort → Troyes,CH,CH
TER,troyes,altkirch,night,Troyes → Altkirch,CH,CH
TER,culmont chalindrey,dijon,night,Culmont Chalindrey → Dijon,CH,CH
TER,mulhouse,paris est,night,Mulhouse → Paris Est,CH,CH
TER,troyes,dijon,night,Troyes → Dijon,CH,CH
TER,paris est,is sur tille,night,Paris Est → Is Sur Tille,CH,CH
TER,dijon,romilly sur seine,night,Dijon → Romilly Sur Seine,CH,CH
TER,chalons en champagne,reims,night,Chalons En Champagne → Reims,CH,CH
TER,saint dizier,reims,night,Saint Dizier → Reims,CH,CH
TER,reims,champagne ardenne tgv,night,Reims → Champagne Ardenne Tgv,CH,CH
TER,charleville mezieres,champagne ardenne tgv,night,Charleville Mezieres → Champagne Ardenne Tgv,CH,CH
TER,reims,sedan,night,Reims → Sedan,CH,CH
TER,reims,vrigne meuse,night,Reims → Vrigne Meuse,CH,CH
TER,sedan,franchet d esperey,night,Sedan → Franchet D Esperey,CH,CH
TER,reims,charleville mezieres,night,Reims → Charleville Mezieres,CH,CH
TER,sedan,rethel,night,Sedan → Rethel,CH,CH
TER,champagne ardenne tgv,nouvion sur meuse,night,Champagne Ardenne Tgv → Nouvion Sur Meuse,CH,CH
TER,champagne ardenne tgv,mohon,night,Champagne Ardenne Tgv → Mohon,CH,CH
TER,champagne ardenne tgv,sedan,night,Champagne Ardenne Tgv → Sedan,CH,CH
TER,sedan,bazancourt,night,Sedan → Bazancourt,CH,CH
TER,sedan,charleville mezieres,night,Sedan → Charleville Mezieres,CH,CH
TER,dijon,chalons en champagne,night,Dijon → Chalons En Champagne,CH,CH
TER,culmont chalindrey,sept saulx,night,Culmont Chalindrey → Sept Saulx,CH,CH
TER,saint dizier,culmont chalindrey,night,Saint Dizier → Culmont Chalindrey,CH,CH
TER,reims,culmont chalindrey,night,Reims → Culmont Chalindrey,CH,CH
TER,reims,vignory,night,Reims → Vignory,CH,CH
TER,chalons en champagne,chaumont,night,Chalons En Champagne → Chaumont,CH,CH
TER,chaumont,reims,night,Chaumont → Reims,CH,CH
TER,chaumont,prunay,night,Chaumont → Prunay,CH,CH
TER,reims,froncles,night,Reims → Froncles,CH,CH
TER,reims,joinville,night,Reims → Joinville,CH,CH
TER,reims,epernay,night,Reims → Epernay,CH,CH
TER,charleville mezieres,valenciennes,night,Charleville Mezieres → Valenciennes,CH,CH
TER,lille flandres,fourmies,night,Lille Flandres → Fourmies,CH,CH
TER,charleville mezieres,saint amand les eaux,night,Charleville Mezieres → Saint Amand les Eaux,CH,CH
TER,lille flandres,sains du nord,night,Lille Flandres → Sains du Nord,CH,CH
TER,tours,mennetou sur cher,night,Tours → Mennetou Sur Cher,CH,CH
TER,nevers,montrichard,night,Nevers → Montrichard,CH,CH
TER,nevers,st aignan noyers,night,Nevers → St Aignan Noyers,CH,CH
TER,st amand montrond,montlucon,night,St Amand Montrond → Montlucon,CH,CH
TER,montlucon,vierzon,night,Montlucon → Vierzon,CH,CH
TER,montlucon,bourges,night,Montlucon → Bourges,CH,CH
TER,bourges,les trillers,night,Bourges → les Trillers,CH,CH
TER,commentry,bigny,night,Commentry → Bigny,CH,CH
TER,orleans,marmagne,night,Orleans → Marmagne,CH,CH
TER,orleans,avord,night,Orleans → Avord,CH,CH
TER,nevers,salbris,night,Nevers → Salbris,CH,CH
TER,nevers,vierzon,night,Nevers → Vierzon,CH,CH
TER,nevers,theillay,night,Nevers → Theillay,CH,CH
TER,bourges,nevers,night,Bourges → Nevers,CH,CH
TER,limoges benedictins,lavaufranche,night,Limoges Benedictins → Lavaufranche,CH,CH
TER,gueret,montlucon,night,Gueret → Montlucon,CH,CH
TER,montlucon,saint sulpice lauriere,night,Montlucon → Saint Sulpice Lauriere,CH,CH
TER,capdenac,aurillac,night,Capdenac → Aurillac,CH,CH
TER,capdenac,ytrac,night,Capdenac → Ytrac,CH,CH
TER,aurillac,figeac,night,Aurillac → Figeac,CH,CH
TER,aurillac,najac,night,Aurillac → Najac,CH,CH
TER,toulouse matabiau,salles courbatiers,night,Toulouse Matabiau → Salles Courbatiers,CH,CH
TER,aurillac,laguepie,night,Aurillac → Laguepie,CH,CH
TER,aurillac,clermont la pardieu,night,Aurillac → Clermont la Pardieu,CH,CH
TER,clermont ferrand,le rouget,night,Clermont Ferrand → le Rouget,CH,CH
TER,clermont ferrand,aurillac,night,Clermont Ferrand → Aurillac,CH,CH
TER,aurillac,villefranche de rouergue,night,Aurillac → Villefranche de Rouergue,CH,CH
TER,capdenac,neussargues,night,Capdenac → Neussargues,CH,CH
TER,figeac,massiac blesle,night,Figeac → Massiac Blesle,CH,CH
TER,commentry,montlucon,night,Commentry → Montlucon,CH,CH
TER,clermont ferrand,montlucon,night,Clermont Ferrand → Montlucon,CH,CH
TER,clermont ferrand,montlucon rimard,night,Clermont Ferrand → Montlucon Rimard,CH,CH
TER,clermont ferrand,lapeyrouse,night,Clermont Ferrand → Lapeyrouse,CH,CH
TER,clermont ferrand,riom chatel guyon,night,Clermont Ferrand → Riom Chatel Guyon,CH,CH
TER,clermont ferrand,louroux de bouble,night,Clermont Ferrand → Louroux de Bouble,CH,CH
TER,clermont ferrand,commentry,night,Clermont Ferrand → Commentry,CH,CH
TER,montlucon,pontmort,night,Montlucon → Pontmort,CH,CH
TER,montlucon,riom chatel guyon,night,Montlucon → Riom Chatel Guyon,CH,CH
TER,gannat,clermont ferrand,night,Gannat → Clermont Ferrand,CH,CH
TER,volvic,clermont ferrand,night,Volvic → Clermont Ferrand,CH,CH
TER,thiers,clermont ferrand,night,Thiers → Clermont Ferrand,CH,CH
TER,clermont ferrand,vertaizon,night,Clermont Ferrand → Vertaizon,CH,CH
TER,saint germain des fosses,clermont ferrand,night,Saint Germain des Fosses → Clermont Ferrand,CH,CH
TER,moulins sur allier,clermont ferrand,night,Moulins Sur Allier → Clermont Ferrand,CH,CH
TER,clermont ferrand,nevers,night,Clermont Ferrand → Nevers,CH,CH
TER,nevers,vichy,night,Nevers → Vichy,CH,CH
TER,vic le comte,clermont ferrand,night,Vic le Comte → Clermont Ferrand,CH,CH
TER,brioude,sarlieve cournon,night,Brioude → Sarlieve Cournon,CH,CH
TER,brioude,clermont ferrand,night,Brioude → Clermont Ferrand,CH,CH
TER,issoire,clermont ferrand,night,Issoire → Clermont Ferrand,CH,CH
TER,clermont ferrand,brassac les mines ste florine,night,Clermont Ferrand → Brassac les Mines Ste Florine,CH,CH
TER,le puy en velay,issoire,night,le Puy En Velay → Issoire,CH,CH
TER,clermont ferrand,darsac,night,Clermont Ferrand → Darsac,CH,CH
TER,aurillac,les martres de veyre,night,Aurillac → les Martres de Veyre,CH,CH
TER,clermont ferrand,vic sur cere,night,Clermont Ferrand → Vic Sur Cere,CH,CH
TER,clermont ferrand,le lioran,night,Clermont Ferrand → le Lioran,CH,CH
TER,aurillac,neussargues,night,Aurillac → Neussargues,CH,CH
TER,aurillac,turenne,night,Aurillac → Turenne,CH,CH
TER,aurillac,brive la gaillarde,night,Aurillac → Brive la Gaillarde,CH,CH
TER,neussargues,st denis pres martel,night,Neussargues → St Denis Pres Martel,CH,CH
TER,brive la gaillarde,le lioran,night,Brive la Gaillarde → le Lioran,CH,CH
TER,brive la gaillarde,laroquebrou,night,Brive la Gaillarde → Laroquebrou,CH,CH
TER,langeac,clermont ferrand,night,Langeac → Clermont Ferrand,CH,CH
TER,nimes,luc lozere,night,Nimes → Luc Lozere,CH,CH
TER,clermont ferrand,alleyras,night,Clermont Ferrand → Alleyras,CH,CH
TER,nimes,genolhac,night,Nimes → Genolhac,CH,CH
TER,vic le comte,varennes sur allier,night,Vic le Comte → Varennes Sur Allier,CH,CH
TER,moulins sur allier,le cendre orcet,night,Moulins Sur Allier → le Cendre Orcet,CH,CH
TER,saint germain des fosses,vic le comte,night,Saint Germain des Fosses → Vic le Comte,CH,CH
TER,moulins sur allier,les martres de veyre,night,Moulins Sur Allier → les Martres de Veyre,CH,CH
TER,issoire,vichy,night,Issoire → Vichy,CH,CH
TER,issoire,riom chatel guyon,night,Issoire → Riom Chatel Guyon,CH,CH
TER,riom chatel guyon,vic le comte,night,Riom Chatel Guyon → Vic le Comte,CH,CH
TER,gannat,le cendre orcet,night,Gannat → le Cendre Orcet,CH,CH
TER,saint germain des fosses,parent coudes champeix,night,Saint Germain des Fosses → Parent Coudes Champeix,CH,CH
TER,clermont ferrand,saint agnan,night,Clermont Ferrand → Saint Agnan,CH,CH
TER,montchanin,gilly sur loire,night,Montchanin → Gilly Sur Loire,CH,CH
TER,clermont ferrand,lyon perrache,night,Clermont Ferrand → Lyon Perrache,CH,CH
TER,roanne,lyon perrache,night,Roanne → Lyon Perrache,CH,CH
TER,avignon centre,le teil,night,Avignon Centre → le Teil,CH,CH
TER,nimes,alleyras,night,Nimes → Alleyras,CH,CH
TER,clermont ferrand,chapeauroux,night,Clermont Ferrand → Chapeauroux,CH,CH
TER,nimes,villefort,night,Nimes → Villefort,CH,CH
TER,macon,amberieu,night,Macon → Amberieu,CH,CH
TER,amberieu,bourg en bresse,night,Amberieu → Bourg En Bresse,CH,CH
TER,bourg en bresse,macon,night,Bourg En Bresse → Macon,CH,CH
TER,chambery challes les eaux,moutiers salins brides les bai,night,Chambery Challes les Eaux → Moutiers Salins Brides les Bai,CH,CH
TER,aix les bains le revard,aime la plagne,night,Aix les Bains le Revard → Aime la Plagne,CH,CH
TER,chambery challes les eaux,landry,night,Chambery Challes les Eaux → Landry,CH,CH
TER,bourg saint maurice,montmelian,night,Bourg Saint Maurice → Montmelian,CH,CH
TER,lyon part dieu,moutiers salins brides les bai,night,Lyon Part Dieu → Moutiers Salins Brides les Bai,CH,CH
TER,aix les bains le revard,bourg saint maurice,night,Aix les Bains le Revard → Bourg Saint Maurice,CH,CH
TER,chambery challes les eaux,bourg saint maurice,night,Chambery Challes les Eaux → Bourg Saint Maurice,CH,CH
TER,lyon part dieu,bourg saint maurice,night,Lyon Part Dieu → Bourg Saint Maurice,CH,CH
TER,bourg saint maurice,pont de beauvoisin,night,Bourg Saint Maurice → Pont de Beauvoisin,CH,CH
TER,chambery challes les eaux,modane,night,Chambery Challes les Eaux → Modane,CH,CH
TER,lyon part dieu,saint jean de maurienne arvan,night,Lyon Part Dieu → Saint Jean de Maurienne Arvan,CH,CH
TER,modane,la tour du pin,night,Modane → la Tour du Pin,CH,CH
TER,bourgoin jallieu,chambery challes les eaux,night,Bourgoin Jallieu → Chambery Challes les Eaux,CH,CH
TER,chambery challes les eaux,st andre le gaz,night,Chambery Challes les Eaux → St Andre le Gaz,CH,CH
TER,chambery challes les eaux,amberieu,night,Chambery Challes les Eaux → Amberieu,CH,CH
TER,chambery challes les eaux,culoz,night,Chambery Challes les Eaux → Culoz,CH,CH
TER,chambery challes les eaux,grenoble,night,Chambery Challes les Eaux → Grenoble,CH,CH
TER,annecy,aix les bains le revard,night,Annecy → Aix les Bains le Revard,CH,CH
TER,annecy,sallanches combloux megeve,night,Annecy → Sallanches Combloux Megeve,CH,CH
TER,st gervais les bains le fayet,pringy haute savoie,night,St Gervais les Bains le Fayet → Pringy Haute Savoie,CH,CH
TER,bellegarde sur valserine,evian les bains,night,Bellegarde Sur Valserine → Evian les Bains,CH,CH
TER,bellegarde sur valserine,annemasse,night,Bellegarde Sur Valserine → Annemasse,CH,CH
TER,bellegarde sur valserine,cluses haute savoie,night,Bellegarde Sur Valserine → Cluses Haute Savoie,CH,CH
TER,lyon part dieu,reignier,night,Lyon Part Dieu → Reignier,CH,CH
TER,st gervais les bains le fayet,bellegarde sur valserine,night,St Gervais les Bains le Fayet → Bellegarde Sur Valserine,CH,CH
TER,valence,moirans,night,Valence → Moirans,CH,CH
TER,st marcellin isere,grenoble universites gieres,night,St Marcellin Isere → Grenoble Universites Gieres,CH,CH
TER,valence,st marcellin isere,night,Valence → St Marcellin Isere,CH,CH
TER,st marcellin isere,grenoble,night,St Marcellin Isere → Grenoble,CH,CH
TER,st andre le gaz,grenoble,night,St Andre le Gaz → Grenoble,CH,CH
TER,rives,grenoble universites gieres,night,Rives → Grenoble Universites Gieres,CH,CH
TER,grenoble,rives,night,Grenoble → Rives,CH,CH
TER,grenoble universites gieres,chabons,night,Grenoble Universites Gieres → Chabons,CH,CH
TER,grenoble,veynes devoluy,night,Grenoble → Veynes Devoluy,CH,CH
TER,grenoble,clelles mens,night,Grenoble → Clelles Mens,CH,CH
TER,gap,pont de claix l etoile,night,Gap → Pont de Claix L Etoile,CH,CH
TER,chambery challes les eaux,voreppe,night,Chambery Challes les Eaux → Voreppe,CH,CH
TER,rives,brignoud,night,Rives → Brignoud,CH,CH
TER,macon,lyon part dieu,night,Macon → Lyon Part Dieu,CH,CH
TER,macon,lyon perrache,night,Macon → Lyon Perrache,CH,CH
TER,macon,lyon vaise,night,Macon → Lyon Vaise,CH,CH
TER,macon,saint germain au mont d or,night,Macon → Saint Germain Au Mont D Or,CH,CH
TER,lyon perrache,creches sur saone,night,Lyon Perrache → Creches Sur Saone,CH,CH
TER,lyon perrache,valence,night,Lyon Perrache → Valence,CH,CH
TER,valence,lyon part dieu,night,Valence → Lyon Part Dieu,CH,CH
TER,lyon part dieu,loriol,night,Lyon Part Dieu → Loriol,CH,CH
TER,avignon centre,tain l hermitage tournon,night,Avignon Centre → Tain L Hermitage Tournon,CH,CH
TER,valence,lyon vaise,night,Valence → Lyon Vaise,CH,CH
TER,lyon perrache,romaneche thorins,night,Lyon Perrache → Romaneche Thorins,CH,CH
TER,pierrelatte,le peage de roussillon,night,Pierrelatte → le Peage de Roussillon,CH,CH
TER,lyon perrache,saint georges de reneins,night,Lyon Perrache → Saint Georges de Reneins,CH,CH
TER,lyon part dieu,bollene la croisiere,night,Lyon Part Dieu → Bollene la Croisiere,CH,CH
TER,avignon centre,livron,night,Avignon Centre → Livron,CH,CH
TER,avignon centre,saint peray,night,Avignon Centre → Saint Peray,CH,CH
TER,lyon part dieu,courthezon,night,Lyon Part Dieu → Courthezon,CH,CH
TER,avignon centre,loriol,night,Avignon Centre → Loriol,CH,CH
TER,lyon perrache,livron,night,Lyon Perrache → Livron,CH,CH
TER,avignon centre,saint clair les roches,night,Avignon Centre → Saint Clair les Roches,CH,CH
TER,lyon perrache,pierrelatte,night,Lyon Perrache → Pierrelatte,CH,CH
TER,lyon part dieu,donzere,night,Lyon Part Dieu → Donzere,CH,CH
TER,lyon part dieu,orange,night,Lyon Part Dieu → Orange,CH,CH
TER,avignon centre,st marcellin isere,night,Avignon Centre → St Marcellin Isere,CH,CH
TER,lyon perrache,saint chamond,night,Lyon Perrache → Saint Chamond,CH,CH
TER,lyon perrache,givors,night,Lyon Perrache → Givors,CH,CH
TER,firminy,givors,night,Firminy → Givors,CH,CH
TER,saint etienne chateaucreux,oullins,night,Saint Etienne Chateaucreux → Oullins,CH,CH
TER,bourg en bresse,oyonnax,night,Bourg En Bresse → Oyonnax,CH,CH
TER,oyonnax,amberieu,night,Oyonnax → Amberieu,CH,CH
TER,lyon perrache,bourg en bresse,night,Lyon Perrache → Bourg En Bresse,CH,CH
TER,valence,bedarrides,night,Valence → Bedarrides,CH,CH
TER,marseille saint charles,avignon centre,night,Marseille Saint Charles → Avignon Centre,CH,CH
TER,arles,montelimar,night,Arles → Montelimar,CH,CH
TER,marseille saint charles,courthezon,night,Marseille Saint Charles → Courthezon,CH,CH
TER,lyon perrache,tarare,night,Lyon Perrache → Tarare,CH,CH
TER,roanne,lozanne,night,Roanne → Lozanne,CH,CH
TER,amberieu,givors,night,Amberieu → Givors,CH,CH
TER,lyon part dieu,saint etienne chateaucreux,night,Lyon Part Dieu → Saint Etienne Chateaucreux,CH,CH
TER,amberieu,lyon part dieu,night,Amberieu → Lyon Part Dieu,CH,CH
TER,lyon perrache,saint etienne chateaucreux,night,Lyon Perrache → Saint Etienne Chateaucreux,CH,CH
TER,saint etienne chateaucreux,montluel,night,Saint Etienne Chateaucreux → Montluel,CH,CH
TER,saint etienne chateaucreux,roanne,night,Saint Etienne Chateaucreux → Roanne,CH,CH
TER,lyon perrache,vienne,night,Lyon Perrache → Vienne,CH,CH
TER,vienne,collonges fontaines,night,Vienne → Collonges Fontaines,CH,CH
TER,villefranche sur saone,lyon perrache,night,Villefranche Sur Saone → Lyon Perrache,CH,CH
TER,villefranche sur saone,lyon jean mace,night,Villefranche Sur Saone → Lyon Jean Mace,CH,CH
TER,st andre le gaz,lyon jean mace,night,St Andre le Gaz → Lyon Jean Mace,CH,CH
